
name,country,zone,fuel,tech,commissioned,capacity_mw,eta,scale,scaled_capacity_mw,fuel_std,tech_std
Waldhalde,CH,CH,,,1967.0,2.8,,,2.8,hydro,hydro_ror
Letten,CH,CH,,,2004.0,5.0,,,5.0,hydro,hydro_ror
Höngg,CH,CH,,,1988.0,1.4,,,1.4,hydro,hydro_ror
Wettingen-Dotieranlage,CH,CH,,,2007.0,2.1,,,2.1,hydro,hydro_ror
Wettingen,CH,CH,,,1964.0,25.35,,,25.35,hydro,hydro_ror
Aue-Dotierzentrale,CH,CH,,,2013.0,0.5,,,0.5,hydro,hydro_ror
Aue,CH,CH,,,2014.0,5.2,,,5.2,hydro,hydro_ror
Kappelerhof,CH,CH,,,2006.0,7.0,,,7.0,hydro,hydro_ror
Schiffmühle - Dotierzentrale,CH,CH,,,2013.0,0.38,,,0.38,hydro,hydro_ror
Schiffmühle,CH,CH,,,2013.0,3.3,,,3.3,hydro,hydro_ror
Turgi,CH,CH,,,1986.0,1.0,,,1.0,hydro,hydro_ror
BAG Turgi,CH,CH,,,2000.0,0.9,,,0.9,hydro,hydro_ror
"Stroppel, Untersiggenthal",CH,CH,,,2010.0,0.8,,,0.8,hydro,hydro_ror
"Rufi, Hätzingen",CH,CH,,,2016.0,1.06,,,1.06,hydro,hydro_ror
Aegina,CH,CH,,,1967.0,9.67,,,9.67,hydro,hydro_reservoir
Gletsch-Oberwald,CH,CH,,,2018.0,15.11,,,15.11,hydro,hydro_ror
KW Ulrichen,CH,CH,,,2014.0,2.35,,,2.35,hydro,hydro_ror
Merezenbach,CH,CH,,,1959.0,1.99,,,1.99,hydro,hydro_ror
Kraftwerk Niderbach,CH,CH,,,2016.0,0.86,,,0.86,hydro,hydro_ror
Blinne,CH,CH,,,2012.0,2.13,,,2.13,hydro,hydro_ror
Kraftwerk Walibach,CH,CH,,,2013.0,3.64,,,3.64,hydro,hydro_ror
Rappental,CH,CH,,,2003.0,1.2,,,1.2,hydro,hydro_ror
Neubrigg,CH,CH,,,2003.0,26.0,,,26.0,hydro,hydro_ror
Fieschertal,CH,CH,,,1999.0,64.0,,,64.0,hydro,hydro_ror
Fiesch,CH,CH,,,2012.0,3.1,,,3.1,hydro,hydro_ror
Ernen,CH,CH,,,1954.0,33.0,,,33.0,hydro,hydro_ror
Saflisch,CH,CH,,,2005.0,1.25,,,1.25,hydro,hydro_ror
Heiligkreuz,CH,CH,,,1989.0,41.0,,,41.0,hydro,hydro_ror
Aletsch,CH,CH,,,1965.0,35.3,,,35.3,hydro,hydro_ror
Mörel,CH,CH,,,1943.0,54.9,,,54.9,hydro,hydro_ror
Massaboden,CH,CH,,,1959.0,7.2,,,7.2,hydro,hydro_ror
Bitsch,CH,CH,,,1980.0,340.0,,,340.0,hydro,hydro_reservoir
Wässerwasserkraftwerk Mund,CH,CH,,,2015.0,1.44,,,1.44,hydro,hydro_ror
Bortel-Oberstufe,CH,CH,,,1990.0,2.35,,,2.35,hydro,hydro_psh
TWKW Nessel u. Mittubäch,CH,CH,,,2015.0,0.55,,,0.55,hydro,hydro_ror
Bortel-Mittelstufe,CH,CH,,,1990.0,5.01,,,5.01,hydro,hydro_reservoir
Ganterbach-Saltina,CH,CH,,,1980.0,6.1,,,6.1,hydro,hydro_ror
Wässerwasserkraftwerk Mund,CH,CH,,,2015.0,1.44,,,1.44,hydro,hydro_ror
Chräjubiel Ried-Brig,CH,CH,,,2016.0,0.3,,,0.3,hydro,hydro_ror
Rosswald-Gärsterna,CH,CH,,,1995.0,0.45,,,0.45,hydro,hydro_ror
Zermeiggern,CH,CH,,,1966.0,74.0,,,74.0,hydro,hydro_psh
Zermeiggern,CH,CH,,,1987.0,0.0,,,0.0,hydro,hydro_psh
Saas-Fee,CH,CH,,,1960.0,1.55,,,1.55,hydro,hydro_ror
Stalden,CH,CH,,,1965.0,185.0,,,185.0,hydro,hydro_reservoir
Mossjesee Kraftwerk,CH,CH,,,2015.0,0.43,,,0.43,hydro,hydro_ror
Mutt,CH,CH,,,2002.0,11.3,,,11.3,hydro,hydro_ror
Wiesti,CH,CH,,,1990.0,3.4,,,3.4,hydro,hydro_ror
Täschbach,CH,CH,,,1992.0,1.65,,,1.65,hydro,hydro_ror
KW Jungbach,CH,CH,,,2015.0,4.7,,,4.7,hydro,hydro_ror
"KW Siwibach (Eisten, VS)",CH,CH,,,2014.0,1.0,,,1.0,hydro,hydro_ror
Törbel (Gappil),CH,CH,,,2010.0,0.49,,,0.49,hydro,hydro_ror
Ackersand 1,CH,CH,,,1999.0,29.2,,,29.2,hydro,hydro_ror
Ackersand 2,CH,CH,,,1959.0,64.4,,,64.4,hydro,hydro_ror
Kraftwerk Heidadorf,CH,CH,,,2018.0,3.0,,,3.0,hydro,hydro_ror
Kraftwerk Heidadorf,CH,CH,,,2018.0,2.32,,,2.32,hydro,hydro_ror
Baltschieder,CH,CH,,,1994.0,0.33,,,0.33,hydro,hydro_ror
Kalter Brunnen,CH,CH,,,2000.0,0.5,,,0.5,hydro,hydro_ror
Ginals,CH,CH,,,2010.0,1.3,,,1.3,hydro,hydro_ror
KWKW Bachtoli,CH,CH,,,2014.0,0.98,,,0.98,hydro,hydro_ror
Unterbäch,CH,CH,,,1995.0,0.85,,,0.85,hydro,hydro_ror
Turtig,CH,CH,,,2007.0,1.06,,,1.06,hydro,hydro_ror
Chriz,CH,CH,,,2011.0,0.55,,,0.55,hydro,hydro_ror
Niedergesteln,CH,CH,,,2008.0,0.33,,,0.33,hydro,hydro_ror
Niedergesteln,CH,CH,,,2008.0,0.58,,,0.58,hydro,hydro_ror
Fafleralp,CH,CH,,,2012.0,1.25,,,1.25,hydro,hydro_ror
Blatten,CH,CH,,,1994.0,0.45,,,0.45,hydro,hydro_ror
Wiler,CH,CH,,,2010.0,1.4,,,1.4,hydro,hydro_ror
KWKW Dornbach,CH,CH,,,2013.0,0.99,,,0.99,hydro,hydro_ror
Lötschen,CH,CH,,,2008.0,122.0,,,122.0,hydro,hydro_ror
Oberems (Borterbach),CH,CH,,,2009.0,0.75,,,0.75,hydro,hydro_ror
Illsee,CH,CH,,,1942.0,8.2,,,8.2,hydro,hydro_psh
Illsee,CH,CH,,,1955.0,0.0,,,0.0,hydro,hydro_psh
Turtmann,CH,CH,,,1954.0,23.9,,,23.9,hydro,hydro_reservoir
Dala,CH,CH,,,2014.0,13.0,,,13.0,hydro,hydro_ror
Chippis-Rhône,CH,CH,,,1998.0,47.84,,,47.84,hydro,hydro_ror
Lona,CH,CH,,,1961.0,1.05,,,1.05,hydro,hydro_ror
Mottec,CH,CH,,,1958.0,71.0,,,71.0,hydro,hydro_psh
Vissoie,CH,CH,,,1958.0,50.0,,,50.0,hydro,hydro_reservoir
"Vissoie ""groupe auxiliaire""",CH,CH,,,1958.0,0.68,,,0.68,hydro,hydro_ror
Navisence,CH,CH,,,2014.0,52.0,,,52.0,hydro,hydro_reservoir
Croix,CH,CH,,,1999.0,66.0,,,66.0,hydro,hydro_reservoir
Chamarin,CH,CH,,,1957.0,1.9,,,1.9,hydro,hydro_ror
Centrale de turb. lac d'Icogne,CH,CH,,,2012.0,2.0,,,2.0,hydro,hydro_ror
St-Léonard,CH,CH,,,1998.0,36.0,,,36.0,hydro,hydro_reservoir
Beulet,CH,CH,,,1990.0,0.72,,,0.72,hydro,hydro_ror
Sauterot (Hérémence LYSA),CH,CH,,,1977.0,5.1,,,5.1,hydro,hydro_ror
Sauterôt (Hérémence FMdB),CH,CH,,,2012.0,0.6,,,0.6,hydro,hydro_ror
Bramois (Groupes 1 à 4),CH,CH,,,1915.0,25.2,,,25.2,hydro,hydro_ror
Bramois (Groupe 7),CH,CH,,,1953.0,0.43,,,0.43,hydro,hydro_ror
La Dixence,CH,CH,,,1950.0,0.0,,,0.0,hydro,hydro_reservoir
La Zour,CH,CH,,,2004.0,0.46,,,0.46,hydro,hydro_ror
Arbaz I  STEP (Comba Energies),CH,CH,,,2010.0,0.59,,,0.59,hydro,hydro_ror
Arbaz II (Sionne Energie),CH,CH,,,2015.0,0.58,,,0.58,hydro,hydro_ror
Rochers,CH,CH,,,2001.0,0.33,,,0.33,hydro,hydro_ror
"Reserv. de Péteille, Vétroz",CH,CH,,,2015.0,0.73,,,0.73,hydro,hydro_ror
Ardon,CH,CH,,,1996.0,52.0,,,52.0,hydro,hydro_ror
Balavaud,CH,CH,,,1971.0,0.48,,,0.48,hydro,hydro_ror
Grande Dixence,CH,CH,,,1961.0,0.0,,,0.0,hydro,hydro_reservoir
Grande Dixence,CH,CH,,,1965.0,0.0,,,0.0,hydro,hydro_reservoir
Grande Dixence,CH,CH,,,1964.0,0.0,,,0.0,hydro,hydro_reservoir
Grande Dixence,CH,CH,,,1963.0,0.0,,,0.0,hydro,hydro_reservoir
Cleuson-Dixence,CH,CH,,,1999.0,1285.0,,,1285.0,hydro,hydro_reservoir
Grande Dixence,CH,CH,,,1957.0,306.0,,,306.0,hydro,hydro_reservoir
Grande Dixence,CH,CH,,,1960.0,392.0,,,392.0,hydro,hydro_reservoir
"2ème Palier Isérables, Riddes",CH,CH,,,2016.0,0.65,,,0.65,hydro,hydro_ror
1er Palier Isérables c. Arcay,CH,CH,,,2013.0,0.35,,,0.35,hydro,hydro_ror
"Les Pontets, Com. de Riddes",CH,CH,,,2014.0,0.45,,,0.45,hydro,hydro_ror
Riddes (l'eau potable),CH,CH,,,2009.0,0.31,,,0.31,hydro,hydro_ror
Chanrion,CH,CH,,,1964.0,30.0,,,30.0,hydro,hydro_ror
Fionnay (Mauvoisin),CH,CH,,,1992.0,140.0,,,140.0,hydro,hydro_reservoir
Riddes,CH,CH,,,1992.0,258.0,,,258.0,hydro,hydro_reservoir
Turbinage Jora - Afforêts,CH,CH,,,2013.0,0.47,,,0.47,hydro,hydro_ror
Fully les Verdan,CH,CH,,,2017.0,2.13,,,2.13,hydro,hydro_ror
Fully Les Garettes,CH,CH,,,2017.0,0.87,,,0.87,hydro,hydro_ror
Champsec,CH,CH,,,1994.0,8.7,,,8.7,hydro,hydro_ror
STEP Vallée Bagnes,CH,CH,,,2007.0,0.4,,,0.4,hydro,hydro_ror
Eaux des torrent de Verbier,CH,CH,,,2017.0,2.3,,,2.3,hydro,hydro_ror
Pas-du-Lein,CH,CH,,,1998.0,0.47,,,0.47,hydro,hydro_ror
Vollèges-Cries,CH,CH,,,2009.0,0.9,,,0.9,hydro,hydro_ror
Hospitalet,CH,CH,,,1963.0,1.47,,,1.47,hydro,hydro_ror
"La Delise, Bourg-Saint-Pierre",CH,CH,,,2016.0,2.0,,,2.0,hydro,hydro_ror
Pallazuit,CH,CH,,,1958.0,33.4,,,33.4,hydro,hydro_reservoir
Niollet 1,CH,CH,,,2004.0,0.32,,,0.32,hydro,hydro_ror
Niollet 2,CH,CH,,,1996.0,1.2,,,1.2,hydro,hydro_ror
Orsières,CH,CH,,,1958.0,26.4,,,26.4,hydro,hydro_ror
Orsières,CH,CH,,,1943.0,0.0,,,0.0,hydro,hydro_ror
Sembrancher,CH,CH,,,1929.0,11.0,,,11.0,hydro,hydro_ror
Martigny-Bourg,CH,CH,,,1945.0,22.0,,,22.0,hydro,hydro_ror
Pont-Neuf,CH,CH,,,1981.0,0.93,,,0.93,hydro,hydro_ror
Trient,CH,CH,,,1995.0,1.0,,,1.0,hydro,hydro_ror
Châtelard-Barberine,CH,CH,,,1977.0,112.0,,,112.0,hydro,hydro_psh
Emosson,CH,CH,,,1978.0,260.5,,,260.5,hydro,hydro_reservoir
Emosson,CH,CH,,,1978.0,0.0,,,0.0,hydro,hydro_reservoir
Emosson,CH,CH,,,1978.0,0.0,,,0.0,hydro,hydro_reservoir
Vernayaz (CFF),CH,CH,,,1990.0,92.0,,,92.0,hydro,hydro_reservoir
Turbinage Salvan et Vernayaz,CH,CH,,,2013.0,0.46,,,0.46,hydro,hydro_ror
Emosson,CH,CH,,,1978.0,170.0,,,170.0,hydro,hydro_reservoir
Vernayaz (Pissevache),CH,CH,,,2016.0,1.7,,,1.7,hydro,hydro_ror
Salanfe,CH,CH,,,2012.0,70.0,,,70.0,hydro,hydro_reservoir
Salanfe,CH,CH,,,1965.0,0.0,,,0.0,hydro,hydro_reservoir
Salanfe,CH,CH,,,1963.0,0.0,,,0.0,hydro,hydro_reservoir
Aboyeu,CH,CH,,,1981.0,3.3,,,3.3,hydro,hydro_ror
La Rasse,CH,CH,,,1998.0,0.72,,,0.72,hydro,hydro_ror
Lavey,CH,CH,,,1990.0,90.0,,,90.0,hydro,hydro_ror
La Peuffeyre,CH,CH,,,2004.0,24.0,,,24.0,hydro,hydro_ror
Sublin 1,CH,CH,,,1993.0,8.0,,,8.0,hydro,hydro_ror
Sublin 2,CH,CH,,,2013.0,2.61,,,2.61,hydro,hydro_ror
Bevieux,CH,CH,,,1943.0,1.9,,,1.9,hydro,hydro_ror
Champéry Etrivouez,CH,CH,,,1990.0,0.97,,,0.97,hydro,hydro_ror
Torrent de Soi,CH,CH,,,2005.0,0.92,,,0.92,hydro,hydro_ror
Monthey (Vièze),CH,CH,,,1999.0,13.6,,,13.6,hydro,hydro_ror
Monthey (Tine),CH,CH,,,1994.0,9.8,,,9.8,hydro,hydro_ror
Monthey (Commune),CH,CH,,,1992.0,0.4,,,0.4,hydro,hydro_ror
Châble II,CH,CH,,,2014.0,0.42,,,0.42,hydro,hydro_ror
Diablerets,CH,CH,,,1957.0,5.4,,,5.4,hydro,hydro_reservoir
Pont de la Tine,CH,CH,,,1991.0,10.6,,,10.6,hydro,hydro_ror
Pont de la Tine  Coussy-Loudze,CH,CH,,,2013.0,0.39,,,0.39,hydro,hydro_ror
"La Douve, Aigle",CH,CH,,,2000.0,0.46,,,0.46,hydro,hydro_ror
Les Farettes,CH,CH,,,1967.0,20.3,,,20.3,hydro,hydro_ror
Micro-centrale de Fontanney,CH,CH,,,1997.0,0.33,,,0.33,hydro,hydro_ror
Eaux du torrent du Fossau,CH,CH,,,2018.0,2.3,,,2.3,hydro,hydro_ror
"Croseau, Saint-Gingolph",CH,CH,,,2009.0,0.35,,,0.35,hydro,hydro_ror
Hongrin-Léman,CH,CH,,,2016.0,420.0,,,420.0,hydro,hydro_psh
Sonzier,CH,CH,,,1971.0,1.65,,,1.65,hydro,hydro_ror
Taulan,CH,CH,,,1996.0,1.2,,,1.2,hydro,hydro_ror
Rivaz (Le Forestay),CH,CH,,,2014.0,0.73,,,0.73,hydro,hydro_ror
Plan-Dessous,CH,CH,,,2001.0,10.7,,,10.7,hydro,hydro_ror
La Petite Vaux,CH,CH,,,2008.0,3.31,,,3.31,hydro,hydro_ror
Seujet,CH,CH,,,1994.0,8.7,,,8.7,hydro,hydro_ror
Vessy,CH,CH,,,2007.0,0.32,,,0.32,hydro,hydro_ror
Verbois,CH,CH,,,1999.0,102.8,,,102.8,hydro,hydro_ror
Chancy-Pougny,CH,CH,,,2013.0,54.0,,,54.0,hydro,hydro_ror
Chancy-Pougny Dot. passe pois.,CH,CH,,,2013.0,0.48,,,0.48,hydro,hydro_ror
La Rançonnière,CH,CH,,,1984.0,1.6,,,1.6,hydro,hydro_ror
Am. de dotation du Châtelot,CH,CH,,,2005.0,1.0,,,1.0,hydro,hydro_ror
Le Châtelot,CH,CH,,,1953.0,31.6,,,31.6,hydro,hydro_ror
Refrain,CH,CH,,,1956.0,12.0,,,12.0,hydro,hydro_ror
La Goule,CH,CH,,,1958.0,5.6,,,5.6,hydro,hydro_ror
Ossasco,CH,CH,,,2012.0,1.27,,,1.27,hydro,hydro_ror
Sella,CH,CH,,,1991.0,1.93,,,1.93,hydro,hydro_reservoir
Lucendro,CH,CH,,,1947.0,60.0,,,60.0,hydro,hydro_reservoir
Lucendro,CH,CH,,,1947.0,0.0,,,0.0,hydro,hydro_reservoir
Calcaccia,CH,CH,,,1988.0,3.6,,,3.6,hydro,hydro_ror
Ritom,CH,CH,,,1958.0,44.0,,,44.0,hydro,hydro_reservoir
Stalvedro (AET),CH,CH,,,1968.0,14.0,,,14.0,hydro,hydro_ror
Tremorgio,CH,CH,,,1925.0,10.0,,,10.0,hydro,hydro_reservoir
Ri di Foch 2 Prato (Leventina),CH,CH,,,2008.0,0.31,,,0.31,hydro,hydro_ror
Ceresa 1,CH,CH,,,1950.0,2.0,,,2.0,hydro,hydro_ror
"Piumogna, Dalpe",CH,CH,,,2000.0,1.0,,,1.0,hydro,hydro_ror
Piottino,CH,CH,,,1958.0,72.9,,,72.9,hydro,hydro_ror
Ticinetto,CH,CH,,,1998.0,2.9,,,2.9,hydro,hydro_ror
Nuova Biaschina,CH,CH,,,1974.0,141.0,,,141.0,hydro,hydro_ror
Luzzone,CH,CH,,,1963.0,20.0,,,20.0,hydro,hydro_ror
Olivone,CH,CH,,,1962.0,102.0,,,102.0,hydro,hydro_reservoir
Biasca,CH,CH,,,2007.0,324.0,,,324.0,hydro,hydro_reservoir
Spina (Isola),CH,CH,,,1962.0,20.9,,,20.9,hydro,hydro_reservoir
Spina (Valbella),CH,CH,,,1963.0,4.2,,,4.2,hydro,hydro_ror
Mesocco (Nan Ros),CH,CH,,,2010.0,0.35,,,0.35,hydro,hydro_ror
Soazza,CH,CH,,,1961.0,83.0,,,83.0,hydro,hydro_ror
Lostallo,CH,CH,,,1958.0,25.0,,,25.0,hydro,hydro_ror
Tecnicama,CH,CH,,,1987.0,0.3,,,0.3,hydro,hydro_ror
Grono,CH,CH,,,1965.0,37.5,,,37.5,hydro,hydro_ror
Calancasca,CH,CH,,,1951.0,20.8,,,20.8,hydro,hydro_ror
Morobbia,CH,CH,,,1970.0,15.5,,,15.5,hydro,hydro_ror
Verzasca (Gordola),CH,CH,,,1965.0,132.5,,,132.5,hydro,hydro_reservoir
Verzasca (Tenero),CH,CH,,,1972.0,4.25,,,4.25,hydro,hydro_ror
Sambuco-Peccia,CH,CH,,,1955.0,54.0,,,54.0,hydro,hydro_psh
Corgello-Peccia,CH,CH,,,1991.0,0.98,,,0.98,hydro,hydro_ror
Robiei,CH,CH,,,2016.0,192.0,,,192.0,hydro,hydro_psh
Bavona,CH,CH,,,1966.0,140.0,,,140.0,hydro,hydro_reservoir
Kraftwerk Tomè,CH,CH,,,2016.0,2.12,,,2.12,hydro,hydro_ror
Cavergno,CH,CH,,,1955.0,114.0,,,114.0,hydro,hydro_reservoir
Verbano 1,CH,CH,,,1953.0,119.0,,,119.0,hydro,hydro_reservoir
Verbano 2,CH,CH,,,1973.0,62.0,,,62.0,hydro,hydro_reservoir
Cerentino,CH,CH,,,2004.0,1.38,,,1.38,hydro,hydro_ror
Giumaglio,CH,CH,,,1967.0,8.94,,,8.94,hydro,hydro_ror
Galleria Cavergno-Palagnedra,CH,CH,,,2018.0,2.85,,,2.85,hydro,hydro_ror
Ponte Brolla,CH,CH,,,1958.0,3.1,,,3.1,hydro,hydro_ror
Cassarate - Franscinone,CH,CH,,,1991.0,5.0,,,5.0,hydro,hydro_ror
Sigirino (Monteceneri),CH,CH,,,2015.0,0.84,,,0.84,hydro,hydro_ror
Valmara,CH,CH,,,1999.0,0.95,,,0.95,hydro,hydro_ror
Gabi,CH,CH,,,1986.0,11.33,,,11.33,hydro,hydro_ror
Gondo,CH,CH,,,2017.0,61.0,,,61.0,hydro,hydro_ror
Tannuwald,CH,CH,,,1979.0,5.2,,,5.2,hydro,hydro_ror
Palü,CH,CH,,,2004.0,9.5,,,9.5,hydro,hydro_reservoir
Palü,CH,CH,,,1923.0,0.0,,,0.0,hydro,hydro_reservoir
Cavaglia,CH,CH,,,2016.0,7.0,,,7.0,hydro,hydro_reservoir
Robbia,CH,CH,,,2005.0,27.0,,,27.0,hydro,hydro_reservoir
Pedecosta,CH,CH,,,2010.0,0.51,,,0.51,hydro,hydro_ror
Campocologno 1,CH,CH,,,2003.0,50.0,,,50.0,hydro,hydro_reservoir
Campocologno 2,CH,CH,,,1950.0,1.62,,,1.62,hydro,hydro_reservoir
Lizun,CH,CH,,,1961.0,6.6,,,6.6,hydro,hydro_ror
Albignawerk Löbbia,CH,CH,,,2004.0,86.0,,,86.0,hydro,hydro_reservoir
Plancanin,CH,CH,,,1991.0,0.5,,,0.5,hydro,hydro_ror
Fornowerk Löbbia,CH,CH,,,1960.0,9.0,,,9.0,hydro,hydro_ror
Albignawerk Löbbia,CH,CH,,,1967.0,0.0,,,0.0,hydro,hydro_reservoir
Albignawerk Löbbia,CH,CH,,,1963.0,0.0,,,0.0,hydro,hydro_reservoir
Molino,CH,CH,,,2017.0,0.51,,,0.51,hydro,hydro_ror
Castasegna,CH,CH,,,1980.0,100.0,,,100.0,hydro,hydro_reservoir
Silvaplana,CH,CH,,,1973.0,1.47,,,1.47,hydro,hydro_ror
Pradella - Dotierzentrale,CH,CH,,,2014.0,0.96,,,0.96,hydro,hydro_ror
Islas,CH,CH,,,2007.0,4.4,,,4.4,hydro,hydro_ror
"Roseg, Samedan",CH,CH,,,2003.0,0.31,,,0.31,hydro,hydro_ror
Morteratsch,CH,CH,,,2016.0,1.6,,,1.6,hydro,hydro_ror
Champagna 1,CH,CH,,,1992.0,0.36,,,0.36,hydro,hydro_ror
Madulain,CH,CH,,,1980.0,1.56,,,1.56,hydro,hydro_ror
Susasca,CH,CH,,,2015.0,5.86,,,5.86,hydro,hydro_ror
Ouvra Electrica Lavinuoz Lavin,CH,CH,,,2014.0,3.07,,,3.07,hydro,hydro_ror
Guarda (Ara),CH,CH,,,1998.0,0.35,,,0.35,hydro,hydro_ror
Tasnan,CH,CH,,,2014.0,6.6,,,6.6,hydro,hydro_ror
Tarasp (Ischla),CH,CH,,,2010.0,0.92,,,0.92,hydro,hydro_ror
Clemgia,CH,CH,,,2001.0,1.9,,,1.9,hydro,hydro_ror
Chasura,CH,CH,,,1994.0,0.3,,,0.3,hydro,hydro_ror
"Alp Trida-Laret, Samnaun",CH,CH,,,2017.0,0.46,,,0.46,hydro,hydro_ror
Schergenbach,CH,CH,,,1970.0,0.96,,,0.96,hydro,hydro_ror
Punt dal Gall-Dotieranlage,CH,CH,,,1969.0,2.8,,,2.8,hydro,hydro_ror
Ova Spin,CH,CH,,,1970.0,54.0,,,54.0,hydro,hydro_psh
Ova Spin-Dotieranlage,CH,CH,,,1969.0,0.47,,,0.47,hydro,hydro_ror
Pradella,CH,CH,,,1970.0,300.0,,,300.0,hydro,hydro_reservoir
Pradella-Martina,CH,CH,,,1994.0,84.0,,,84.0,hydro,hydro_reservoir
Muranzina,CH,CH,,,1995.0,2.0,,,2.0,hydro,hydro_ror
Chasseras,CH,CH,,,1991.0,1.07,,,1.07,hydro,hydro_ror
Mühleberg,CH,CH,,,1972.0,390.0,,,390.0,nuclear,steam_turbine
Gösgen,CH,CH,,,1979.0,1035.0,,,1035.0,nuclear,steam_turbine
Beznau 1,CH,CH,,,1969.0,380.0,,,380.0,nuclear,steam_turbine
Beznau 2,CH,CH,,,1971.0,380.0,,,380.0,nuclear,steam_turbine
Leibstadt,CH,CH,,,1984.0,1245.0,,,1245.0,nuclear,steam_turbine
Aall-Ulefoss,NO,NO,,,1948.0,5.7,,,5.7,hydro,hydro_reservoir
Aaning,NO,NO,,,1999.0,0.016,,,0.016,hydro,hydro_reservoir
Aarskog,NO,NO,,,1996.0,0.83,,,0.83,hydro,hydro_reservoir
Aas,NO,NO,,,1908.0,1.0,,,1.0,hydro,hydro_reservoir
Adamselv,NO,NO,,,1973.0,50.0,,,50.0,hydro,hydro_reservoir
Adamselv II,NO,NO,,,2007.0,0.4,,,0.4,hydro,hydro_reservoir
Aga,NO,NO,,,2007.0,0.05,,,0.05,hydro,hydro_reservoir
Aklestad,NO,NO,,,2008.0,0.0115,,,0.0115,hydro,hydro_reservoir
Akslandselva,NO,NO,,,2013.0,1.7,,,1.7,hydro,hydro_reservoir
Alnes Vannbehandlingsanlegg,NO,NO,,,1997.0,0.06,,,0.06,hydro,hydro_reservoir
Alsaker,NO,NO,,,2009.0,1.2,,,1.2,hydro,hydro_reservoir
Alta,NO,NO,,,1987.0,150.0,,,150.0,hydro,hydro_reservoir
Andåsfossen,NO,NO,,,2001.0,2.0,,,2.0,hydro,hydro_reservoir
Anga,NO,NO,,,2019.0,7.8,,,7.8,hydro,hydro_reservoir
Angvik,NO,NO,,,1990.0,1.1,,,1.1,hydro,hydro_reservoir
Ardalen,NO,NO,,,1954.0,2.5,,,2.5,hydro,hydro_reservoir
Arna,NO,NO,,,1934.0,2.2,,,2.2,hydro,hydro_reservoir
Arneselv,NO,NO,,,2004.0,2.4,,,2.4,hydro,hydro_reservoir
Arstadfossen,NO,NO,,,2003.0,1.0,,,1.0,hydro,hydro_reservoir
Ask Kraft,NO,NO,,,2007.0,0.195,,,0.195,hydro,hydro_reservoir
Askerudfoss,NO,NO,,,1946.0,13.2,,,13.2,hydro,hydro_reservoir
Aspenes,NO,NO,,,2005.0,0.055,,,0.055,hydro,hydro_reservoir
Aunbekken,NO,NO,,,2002.0,0.018,,,0.018,hydro,hydro_reservoir
Aunfoss,NO,NO,,,1959.0,29.54,,,29.54,hydro,hydro_reservoir
Aura,NO,NO,,,1955.0,290.0,,,290.0,hydro,hydro_reservoir
Aurdal,NO,NO,,,2002.0,0.02,,,0.02,hydro,hydro_reservoir
Aurland I,NO,NO,,,1973.0,840.0,,,840.0,hydro,hydro_reservoir
Aurland II H,NO,NO,,,1983.0,70.0,,,70.0,hydro,hydro_reservoir
Aurland II L,NO,NO,,,1982.0,60.0,,,60.0,hydro,hydro_reservoir
Aurland III,NO,NO,,,1979.0,270.0,,,270.0,hydro,hydro_psh
Aurland IV (Vangen),NO,NO,,,1980.0,38.0,,,38.0,hydro,hydro_reservoir
Aurland V (Reppa),NO,NO,,,1984.0,9.0,,,9.0,hydro,hydro_reservoir
Austdøla,NO,NO,,,2004.0,1.3,,,1.3,hydro,hydro_reservoir
Austvass,NO,NO,,,2002.0,0.12,,,0.12,hydro,hydro_reservoir
Baggfossen,NO,NO,,,2015.0,0.132,,,0.132,hydro,hydro_reservoir
Bagn,NO,NO,,,1963.0,75.5,,,75.5,hydro,hydro_reservoir
Bakkeelva,NO,NO,,,2019.0,2.5,,,2.5,hydro,hydro_reservoir
Bakkefossen,NO,NO,,,1994.0,0.0738,,,0.0738,hydro,hydro_reservoir
Bardufoss,NO,NO,,,1953.0,41.5,,,41.5,hydro,hydro_reservoir
Bedafors,NO,NO,,,1985.0,1.0,,,1.0,hydro,hydro_reservoir
Befring,NO,NO,,,2003.0,4.5,,,4.5,hydro,hydro_reservoir
Begna,NO,NO,,,1954.0,5.6,,,5.6,hydro,hydro_reservoir
Bele,NO,NO,,,2013.0,2.9,,,2.9,hydro,hydro_reservoir
Bele mikrokraftverk,NO,NO,,,2007.0,0.082,,,0.082,hydro,hydro_reservoir
Bentsjord,NO,NO,,,2012.0,2.66,,,2.66,hydro,hydro_reservoir
Berdal,NO,NO,,,1996.0,0.2,,,0.2,hydro,hydro_reservoir
Berdalselva,NO,NO,,,2011.0,4.35,,,4.35,hydro,hydro_reservoir
Bergbekken,NO,NO,,,1998.0,0.0014,,,0.0014,hydro,hydro_reservoir
Berge,NO,NO,,,2018.0,7.96,,,7.96,hydro,hydro_reservoir
Bergelva,NO,NO,,,2008.0,0.3,,,0.3,hydro,hydro_reservoir
Bergerfoss,NO,NO,,,1938.0,3.3,,,3.3,hydro,hydro_reservoir
Bergesli,NO,NO,,,2008.0,0.78,,,0.78,hydro,hydro_reservoir
Bergsbotn,NO,NO,,,1985.0,7.9,,,7.9,hydro,hydro_reservoir
Bergselva,NO,NO,,,2013.0,5.4,,,5.4,hydro,hydro_reservoir
Bergsfjord,NO,NO,,,1959.0,1.1,,,1.1,hydro,hydro_reservoir
Bergstø,NO,NO,,,2009.0,2.9,,,2.9,hydro,hydro_reservoir
