name,country,zone,fuel,tech,commissioned,capacity_mw,eta,lon,lat
Engeset,NO,NO,,,2007.0,5.1,,,
Epteland,NO,NO,,,2006.0,0.2,,,
Erdal,NO,NO,,,2005.0,0.725,,,
Erfjord,NO,NO,,,2008.0,0.045,,,
Ervik,NO,NO,,,1997.0,0.012,,,
Espeelvi,NO,NO,,,2018.0,4.56,,,
Espeland,NO,NO,,,2012.0,0.965,,,
Espeland,NO,NO,,,2015.0,0.27,,,
Evanger,NO,NO,,,1969.0,330.0,,,
Evebøfossen,NO,NO,,,1910.0,0.38,,,
Evenset,NO,NO,,,2006.0,0.08,,,
Evenstad,NO,NO,,,1904.0,23.5,,,
Fagerdalen,NO,NO,,,2007.0,0.8,,,
Fagerelva,NO,NO,,,2001.0,0.035,,,
Fagerli,NO,NO,,,1975.0,48.0,,,
Fagerlid,NO,NO,,,2008.0,0.32,,,
Fagervollan,NO,NO,,,1990.0,21.0,,,
Fall,NO,NO,,,2009.0,5.5,,,
Faslefoss,NO,NO,,,1980.0,17.8,,,
Fatland,NO,NO,,,2014.0,0.975,,,
Fausa I,NO,NO,,,1929.0,0.78,,,
Fausa II,NO,NO,,,1952.0,7.0,,,
Fellesanlegget Kykkelsrud-Fossumfoss,NO,NO,,,1963.0,230.0,,,
Finndøla,NO,NO,,,1972.0,108.0,,,
Finnesetbekken,NO,NO,,,2011.0,1.428,,,
Finså,NO,NO,,,1963.0,23.0,,,
Fiskefjord,NO,NO,,,1979.0,1.5,,,
Fiskløysa,NO,NO,,,2018.0,5.1,,,
Fiskå Mølle,NO,NO,,,1984.0,0.1,,,
Fivlemyr,NO,NO,,,1962.0,2.0,,,
Fjellanger,NO,NO,,,2006.0,0.8,,,
Fjellet,NO,NO,,,2015.0,4.3,,,
Fjellhaugen,NO,NO,,,2008.0,0.16,,,
Fjelna,NO,NO,,,2015.0,4.83,,,
Fjone,NO,NO,,,1970.0,50.0,,,
Fjæremsfoss,NO,NO,,,1957.0,18.8,,,
Flaen Mølle,NO,NO,,,2006.0,0.021,,,
Flatenfoss 2,NO,NO,,,1981.0,5.5,,,
Flatenfoss 3,NO,NO,,,2009.0,7.1,,,
Flatlandsåi,NO,NO,,,2006.0,1.3,,,
Flatråker,NO,NO,,,2003.0,0.9,,,
Flittig,NO,NO,,,2017.0,5.5,,,
Flørli,NO,NO,,,1999.0,80.0,,,
Fløtre,NO,NO,,,2000.0,0.05,,,
Folkedal,NO,NO,,,2013.0,4.99,,,
Folkestad,NO,NO,,,2006.0,1.85,,,
Follafoss,NO,NO,,,2005.0,48.1,,,
Follebu bruk,NO,NO,,,1950.0,0.4,,,
Follsjå,NO,NO,,,2015.0,2.9,,,
Forneselva,NO,NO,,,2014.0,5.2,,,
Forsanvatn,NO,NO,,,2013.0,8.8,,,
Forsanvatn minikraftverk,NO,NO,,,2013.0,0.723,,,
Forsland,NO,NO,,,2003.0,7.0,,,
Forså,NO,NO,,,1963.0,12.0,,,
Foss,NO,NO,,,2003.0,0.113,,,
Fossabekken,NO,NO,,,2011.0,0.45,,,
Fossan,NO,NO,,,2000.0,2.5,,,
Fossan,NO,NO,,,2013.0,4.95,,,
Fossane,NO,NO,,,2001.0,0.18,,,
Fossane,NO,NO,,,2013.0,3.6,,,
Fossane - Molla,NO,NO,,,2006.0,0.325,,,
Fossbråten,NO,NO,,,2014.0,2.9,,,
Fossdal,NO,NO,,,1987.0,3.5,,,
Fosse,NO,NO,,,1954.0,25.0,,,
Fosseelvo Mikrokraftverk,NO,NO,,,2000.0,0.011,,,
Fossekallen,NO,NO,,,1999.0,0.08,,,
Fossekallen,NO,NO,,,2007.0,0.09,,,
Fossekallen,NO,NO,,,2014.0,0.2,,,
Fossen,NO,NO,,,1972.0,0.07,,,
Fossheim,NO,NO,,,1995.0,8.32,,,
Fossheimfoss,NO,NO,,,1994.0,1.9,,,
Fossheimgardane,NO,NO,,,2013.0,0.075,,,
Fossmark,NO,NO,,,1917.0,9.0,,,
Fossmark,NO,NO,,,2007.0,2.04,,,
Fosstun,NO,NO,,,2006.0,0.09,,,
Fosstveit,NO,NO,,,2008.0,1.99,,,
Fossum,NO,NO,,,1908.0,0.81,,,
Fossum Mølle og elektrisitetsverk,NO,NO,,,2002.0,0.06,,,
Fossåno,NO,NO,,,2006.0,1.85,,,
Frammarsvik,NO,NO,,,2008.0,2.4,,,
Framruste,NO,NO,,,2005.0,75.0,,,
Freim,NO,NO,,,2013.0,0.7,,,
Fremstedalen,NO,NO,,,2007.0,0.07,,,
Friheim,NO,NO,,,2005.0,0.027,,,
Frilsjøen,NO,NO,,,2003.0,0.07,,,
Frisvold,NO,NO,,,1998.0,0.025,,,
Fritzøe,NO,NO,,,1901.0,3.3,,,
Frøland,NO,NO,,,1912.0,24.9,,,
Frøvik Gård,NO,NO,,,1996.0,0.006,,,
Frøystul,NO,NO,,,1995.0,45.6,,,
Fuglestein,NO,NO,,,2009.0,0.025,,,
Funna,NO,NO,,,1938.0,20.6,,,
Funnefoss,NO,NO,,,1975.0,40.0,,,
Furebø,NO,NO,,,2001.0,1.08,,,
Furegardane,NO,NO,,,2014.0,5.49,,,
Furset,NO,NO,,,2007.0,4.95,,,
Fykanvannet,NO,NO,,,2013.0,2.35,,,
Færåsen,NO,NO,,,2009.0,1.43,,,
Fønhus,NO,NO,,,2004.0,0.62,,,
Føssa,NO,NO,,,2011.0,1.769,,,
Gamlebrofoss,NO,NO,,,1971.0,15.0,,,
Gandvik,NO,NO,,,1952.0,4.8,,,
Gangsbekken,NO,NO,,,2007.0,0.09,,,
Gapestad,NO,NO,,,1987.0,1.5,,,
Gaudøla,NO,NO,,,2004.0,2.0,,,
Gaula,NO,NO,,,1905.0,3.0,,,
Gausbu,NO,NO,,,1996.0,7.2,,,
Gausvik I,NO,NO,,,1910.0,3.0,,,
Gausvik III,NO,NO,,,1949.0,0.95,,,
Gautvella,NO,NO,,,2007.0,1.72,,,
Geisdøla,NO,NO,,,2005.0,1.275,,,
Geithusfoss,NO,NO,,,1961.0,13.5,,,
Geitåni,NO,NO,,,2018.0,4.62,,,
Gilja,NO,NO,,,2001.0,1.44,,,
Gire,NO,NO,,,2008.0,2.38,,,
Gisnafallet,NO,NO,,,2009.0,2.9,,,
Gjedrem & Holmen,NO,NO,,,1928.0,0.28,,,
Gjerde,NO,NO,,,2007.0,1.7,,,
Gjerdsvika,NO,NO,,,1954.0,4.0,,,
Gjerland,NO,NO,,,2007.0,0.0166,,,
Gjersvik,NO,NO,,,2012.0,0.3,,,
Gjesdal,NO,NO,,,2011.0,3.7,,,
Gjetingsdalen,NO,NO,,,2007.0,2.2,,,
Gjuva,NO,NO,,,1957.0,10.0,,,
Gjønaelva,NO,NO,,,2018.0,3.2,,,
Gjøv,NO,NO,,,2006.0,0.095,,,
Glesåa,NO,NO,,,2009.0,2.1,,,
Glisja,NO,NO,,,2000.0,0.075,,,
Glomfjord,NO,NO,,,1920.0,20.0,,,
Glomnes,NO,NO,,,2001.0,0.349,,,
Glutra,NO,NO,,,2009.0,0.85,,,
Godal,NO,NO,,,2015.0,0.52,,,
Gosland,NO,NO,,,2016.0,4.04,,,
Govddesåga,NO,NO,,,2016.0,26.8,,,
Grana,NO,NO,,,1982.0,75.0,,,
Grasbotntjørni,NO,NO,,,2016.0,0.3,,,
Grasdalen,NO,NO,,,2000.0,0.642,,,
Gravbrøtfoss,NO,NO,,,2009.0,2.1,,,
Gravfoss I,NO,NO,,,1931.0,18.6,,,
Gravfoss II,NO,NO,,,1996.0,30.2,,,
Gravvold,NO,NO,,,2007.0,0.095,,,
Gresslifoss,NO,NO,,,1966.0,25.0,,,
Grimo,NO,NO,,,2011.0,0.99,,,
Grislefoss,NO,NO,,,2001.0,0.72,,,
Grovane,NO,NO,,,1998.0,0.5,,,
Grove,NO,NO,,,2006.0,0.08,,,
Grunnevatn,NO,NO,,,2016.0,1.13,,,
Grunnåi,NO,NO,,,2006.0,25.32,,,
Gryta,NO,NO,,,2009.0,1.49,,,
Grytdalen,NO,NO,,,2012.0,1.3,,,
Gryte I,NO,NO,,,2006.0,0.956,,,
Gryte II,NO,NO,,,2018.0,0.5,,,
Grytefoss,NO,NO,,,1907.0,0.86,,,
Grytendal,NO,NO,,,2018.0,6.35,,,
Grytfossen,NO,NO,,,2005.0,1.125,,,
Grytneselva,NO,NO,,,2016.0,5.9,,,
Gryto,NO,NO,,,2006.0,3.5,,,
Grytten,NO,NO,,,1975.0,143.5,,,
Grytten,NO,NO,,,2000.0,0.07,,,
Grytåga,NO,NO,,,1963.0,48.0,,,
Grytåga Småkraftverk,NO,NO,,,2008.0,1.3,,,
Grytåi,NO,NO,,,2012.0,0.856,,,
Grytåne,NO,NO,,,2017.0,0.012,,,
Grøa,NO,NO,,,1999.0,34.7,,,
Grødem,NO,NO,,,2001.0,0.015,,,
Grødemfoss,NO,NO,,,1939.0,3.08,,,
Grøndal,NO,NO,,,1999.0,0.022,,,
Grøndalsvatn,NO,NO,,,1975.0,1.36,,,
Grøneng,NO,NO,,,2006.0,0.95,,,
Grønhaug,NO,NO,,,2000.0,1.0,,,
Grønhovdelva,NO,NO,,,2004.0,0.065,,,
Grønlielva,NO,NO,,,2015.0,2.4,,,
Grønnedal,NO,NO,,,1947.0,1.76,,,
Grønningselva,NO,NO,,,2019.0,0.95,,,
Grønsdal,NO,NO,,,1948.0,36.0,,,
Grønvollfoss,NO,NO,,,1933.0,33.0,,,
Grøslandselva,NO,NO,,,2018.0,5.02,,,
Grøtte,NO,NO,,,2004.0,0.038,,,
Grøvla,NO,NO,,,2011.0,2.433,,,
Gråklubben,NO,NO,,,2014.0,1.089,,,
Gråsjø,NO,NO,,,1970.0,15.0,,,
Gunnar Jan Gjerland,NO,NO,,,1995.0,0.182,,,
Guolásjohka,NO,NO,,,1971.0,80.0,,,
Gurebo,NO,NO,,,1998.0,0.178,,,
Gursli,NO,NO,,,2009.0,0.215,,,
Gyl,NO,NO,,,2007.0,1.38,,,
Gåseflå,NO,NO,,,2016.0,0.24,,,
Gåslonelva,NO,NO,,,2001.0,0.56,,,
Gåsvasselva,NO,NO,,,2007.0,0.9,,,
"Haavard T, Lien Mikrokraftverk",NO,NO,,,2002.0,0.015,,,
Hafslund,NO,NO,,,1899.0,31.85,,,
Hagaelva,NO,NO,,,2005.0,0.84,,,
Hakavik,NO,NO,,,1922.0,7.0,,,
Hakkstabben,NO,NO,,,1994.0,0.8,,,
Halle,NO,NO,,,2006.0,0.019,,,
Halne,NO,NO,,,2007.0,0.01,,,
Halvdagsåa,NO,NO,,,2014.0,0.591,,,
Hammerbekken,NO,NO,,,2005.0,0.05,,,
Hammeren,NO,NO,,,1901.0,4.7,,,
Hammeren,NO,NO,,,2014.0,0.132,,,
Hammerfest,NO,NO,,,1947.0,1.1,,,
Hammerstrand,NO,NO,,,1920.0,0.72,,,
Hamrabø,NO,NO,,,1997.0,0.07,,,
Hanefoss,NO,NO,,,1961.0,22.0,,,
Hanestadnea,NO,NO,,,2012.0,2.465,,,
Hansfoss,NO,NO,,,1988.0,1.2999,,,
Harastølen I,NO,NO,,,2002.0,0.099,,,
Harastølen II,NO,NO,,,2002.0,0.099,,,
Hardeland H,NO,NO,,,1950.0,24.0,,,
Hardeland K,NO,NO,,,1958.0,12.0,,,
Harpefossen,NO,NO,,,1965.0,108.0,,,
Harstveitbekken,NO,NO,,,2009.0,1.8,,,
Hasselelva,NO,NO,,,1980.0,1.1,,,
Hatlemark,NO,NO,,,2009.0,0.215,,,
Hatlestad,NO,NO,,,2018.0,4.49,,,
Hattebergsdalen,NO,NO,,,1954.0,4.96,,,
Haugaelva,NO,NO,,,2010.0,2.0,,,
Haugafossen,NO,NO,,,2018.0,5.43,,,
Hauge,NO,NO,,,2010.0,0.48,,,
Haugfoss,NO,NO,,,1938.0,3.6,,,
Hauggard,NO,NO,,,1985.0,0.5,,,
Haugsland,NO,NO,,,2012.0,0.022,,,
Haukali,NO,NO,,,2001.0,1.65,,,
Haukeli,NO,NO,,,1957.0,4.9,,,
Haukland,NO,NO,,,1949.0,4.9,,,
Haukrei,NO,NO,,,1992.0,16.0,,,
Haukvik,NO,NO,,,1987.0,2.6,,,
Hausken,NO,NO,,,2009.0,0.008,,,
Hauskje,NO,NO,,,1990.0,0.76,,,
Havdal,NO,NO,,,2009.0,2.3,,,
Havrevoll,NO,NO,,,2010.0,0.065,,,
Heggemselva,NO,NO,,,2019.0,0.075,,,
Heggmoen,NO,NO,,,1981.0,10.0,,,
Heggtveit,NO,NO,,,2015.0,1.66,,,
Hegsetdammen,NO,NO,,,2015.0,0.28,,,
Hegsetfoss,NO,NO,,,1962.0,32.0,,,
Heidelva,NO,NO,,,1998.0,0.5,,,
Heieren,NO,NO,,,1981.0,0.32,,,
Heierenfossen,NO,NO,,,1981.0,0.6,,,
Heimerdalen,NO,NO,,,2009.0,0.25,,,
Heimseta,NO,NO,,,2008.0,1.0,,,
Heina,NO,NO,,,2008.0,2.8,,,
Heiåi,NO,NO,,,2008.0,0.4,,,
Heiåi,NO,NO,,,2012.0,2.4,,,
Hekni,NO,NO,,,1995.0,56.0,,,
Heldøla,NO,NO,,,2004.0,0.31,,,
Helganes,NO,NO,,,2003.0,3.47,,,
Helgheim,NO,NO,,,2018.0,2.7,,,
Helgøy,NO,NO,,,1997.0,0.4,,,
Helgåa,NO,NO,,,2019.0,2.08,,,
Hellandsfoss,NO,NO,,,1992.0,31.5,,,
Hellandsfossen,NO,NO,,,1977.0,2.5,,,
Helle,NO,NO,,,2007.0,1.3,,,
Helle Bruk,NO,NO,,,1945.0,0.6,,,
Hellefoss,NO,NO,,,1953.0,11.0,,,
Helleren,NO,NO,,,1958.0,2.4,,,
Hellevang,NO,NO,,,2003.0,0.176,,,
Helveteskraft,NO,NO,,,2005.0,0.03,,,
Hemsil I,NO,NO,,,1960.0,70.0,,,
Hemsil II,NO,NO,,,1960.0,98.0,,,
Hensfoss,NO,NO,,,1946.0,16.7,,,
Herad,NO,NO,,,2008.0,0.085,,,
Herje,NO,NO,,,2015.0,4.4,,,
Herjåa,NO,NO,,,2012.0,0.328,,,
Herlandsfoss,NO,NO,,,1919.0,13.8,,,
Herva,NO,NO,,,1962.0,33.0,,,
Hesjeberg,NO,NO,,,2016.0,6.14,,,
Hestdal,NO,NO,,,2005.0,1.1,,,
Hestenes,NO,NO,,,2016.0,1.88,,,
Hetland,NO,NO,,,1915.0,1.48,,,
Hetland,NO,NO,,,2008.0,0.275,,,
Hindbergelva,NO,NO,,,2009.0,0.53,,,
Hisvatn,NO,NO,,,2007.0,3.6,,,
Hjartdøla,NO,NO,,,1958.0,120.0,,,
Hjelle,NO,NO,,,2008.0,2.85,,,
Hjelledøla,NO,NO,,,2006.0,1.1,,,
Hjelmeland,NO,NO,,,1993.0,6.0,,,
Hjertvatn,NO,NO,,,1957.0,2.5,,,
Hjorteland,NO,NO,,,1986.0,6.6,,,
Hjorteland (Fjellbergsåno),NO,NO,,,2009.0,1.75,,,
Hjorteland (Hjortelandsåno),NO,NO,,,2009.0,0.48,,,
Hodnaberg,NO,NO,,,1953.0,32.5,,,
Hoelsfossen,NO,NO,,,2007.0,0.4,,,
Hofkvern,NO,NO,,,2000.0,0.06,,,
Hofsfoss,NO,NO,,,1978.0,27.0,,,
Hogga,NO,NO,,,1987.0,17.0,,,
Hogstad,NO,NO,,,1913.0,9.6,,,
Hol I (Urunda),NO,NO,,,1956.0,106.0,,,
Hol I (Votna),NO,NO,,,1949.0,114.0,,,
Hol II,NO,NO,,,1957.0,26.0,,,
Hol III,NO,NO,,,1958.0,60.0,,,
Holdal,NO,NO,,,2012.0,1.24,,,
Hole,NO,NO,,,2013.0,0.236,,,
Holen,NO,NO,,,2019.0,8.2,,,
Holen III,NO,NO,,,1987.0,160.0,,,
Holen I-II,NO,NO,,,1981.0,230.0,,,
Holmane,NO,NO,,,2005.0,0.08,,,
Holmbekken,NO,NO,,,1997.0,0.0045,,,
Holmem,NO,NO,,,2009.0,0.65,,,
Holmen,NO,NO,,,2016.0,25.0,,,
Holsbru,NO,NO,,,2012.0,48.9,,,
Holsen,NO,NO,,,2017.0,8.6,,,
Holsfossen,NO,NO,,,1930.0,2.2,,,
Hommafossen,NO,NO,,,2009.0,0.99,,,
Hommelfoss,NO,NO,,,1944.0,2.8,,,
Hommsåne,NO,NO,,,2016.0,1.8,,,
Hongset Røye,NO,NO,,,2012.0,0.025,,,
Honnefoss,NO,NO,,,1956.0,2.88,,,
Hopla,NO,NO,,,2004.0,0.0095,,,
Hopland,NO,NO,,,2016.0,5.89,,,
Hopselva,NO,NO,,,2010.0,4.62,,,
Hopsfossen,NO,NO,,,1939.0,0.22,,,
Horga,NO,NO,,,1990.0,7.2,,,
Horka,NO,NO,,,1998.0,0.2,,,
Horneelva,NO,NO,,,1999.0,0.1092,,,
Horpedal,NO,NO,,,2004.0,2.5,,,
Hovatn,NO,NO,,,1971.0,45.0,,,
Hove,NO,NO,,,1969.0,60.0,,,
Hovland,NO,NO,,,2012.0,2.995,,,
Hovuduk,NO,NO,,,2003.0,0.45,,,
Hugla,NO,NO,,,2004.0,1.35,,,
Hulbak,NO,NO,,,2001.0,0.048,,,
Humberset,NO,NO,,,1998.0,0.011,,,
Hunderfossen,NO,NO,,,1963.0,112.0,,,
Hundseid,NO,NO,,,2007.0,0.08,,,
Hundtjønnsbekken,NO,NO,,,2000.0,0.012,,,
Hunnevatn,NO,NO,,,1983.0,2.0,,,
Hunsfoss,NO,NO,,,1964.0,25.1,,,
Hurunda,NO,NO,,,2006.0,0.25,,,
Husbyelva,NO,NO,,,2002.0,0.04,,,
Husefest,NO,NO,,,2014.0,0.06,,,
Husstøl,NO,NO,,,2013.0,0.55,,,
Hustveit,NO,NO,,,2014.0,0.037,,,
Hyelva,NO,NO,,,2003.0,1.33,,,
Hylen,NO,NO,,,1980.0,160.0,,,
Hylla,NO,NO,,,1986.0,2.9,,,
Hynna,NO,NO,,,2013.0,4.53,,,
Høgefoss,NO,NO,,,1919.0,25.0,,,
Høgfallet,NO,NO,,,1989.0,1.1,,,
Høglielva Kraftverk,NO,NO,,,2004.0,0.018,,,
Hølera,NO,NO,,,2013.0,0.88,,,
Hølseter,NO,NO,,,1980.0,2.0,,,
Hønefoss,NO,NO,,,1920.0,29.4,,,
Høyanger K5A,NO,NO,,,1965.0,93.0,,,
Høyanger K5B,NO,NO,,,1978.0,16.4,,,
Høydal,NO,NO,,,1998.0,1.1,,,
Høylandsfoss,NO,NO,,,1948.0,7.5,,,
Håen,NO,NO,,,1966.0,25.0,,,
Hågjøla,NO,NO,,,2007.0,0.1,,,
Håkvik,NO,NO,,,1954.0,12.0,,,
Hålandsfoss,NO,NO,,,1955.0,4.85,,,
Håra,NO,NO,,,2014.0,4.9,,,
Hårstadbekken,NO,NO,,,2001.0,0.005,,,
Håvardsvatn,NO,NO,,,2006.0,5.0,,,
Håverstad,NO,NO,,,1957.0,48.0,,,
Håvik,NO,NO,,,2007.0,0.01,,,
Ilaget,NO,NO,,,2008.0,1.7,,,
Ildgrubfossen,NO,NO,,,1950.0,6.5,,,
Imsland,NO,NO,,,2010.0,5.0,,,
Indre Fossen,NO,NO,,,1999.0,0.036,,,
Indre Norddal,NO,NO,,,2008.0,0.089,,,
Indrebø,NO,NO,,,2010.0,0.884,,,
Indreitselva,NO,NO,,,2008.0,0.425,,,
Ingstad,NO,NO,,,2007.0,0.132,,,
Innset,NO,NO,,,1960.0,90.0,,,
Innvik,NO,NO,,,2007.0,15.5,,,
Istad,NO,NO,,,1919.0,4.8,,,
Isvatn,NO,NO,,,2004.0,0.1,,,
Iungsdalshytta,NO,NO,,,2017.0,0.06,,,
Iveland,NO,NO,,,1949.0,87.0,,,
Jardøla,NO,NO,,,2008.0,5.0,,,
Joka,NO,NO,,,2005.0,1.5,,,
Jora,NO,NO,,,2008.0,1.349,,,
Jorda,NO,NO,,,2012.0,2.55,,,
Jordal,NO,NO,,,2006.0,4.95,,,
Jordal,NO,NO,,,2004.0,0.99,,,
Jordal,NO,NO,,,2018.0,6.06,,,
Jordalen,NO,NO,,,2005.0,0.45,,,
Jordalen 2,NO,NO,,,2017.0,7.5,,,
Jostedal,NO,NO,,,1989.0,288.0,,,
Jukla,NO,NO,,,1974.0,35.0,,,
Julfoss,NO,NO,,,2009.0,2.4,,,
Julskaret,NO,NO,,,1968.0,7.0,,,
Juvet,NO,NO,,,2002.0,0.45,,,
Juvfossen,NO,NO,,,2002.0,7.0,,,
Juvsbekken,NO,NO,,,1998.0,0.01,,,
Jølstraholmen,NO,NO,,,2003.0,0.144,,,
Jølåna,NO,NO,,,2011.0,1.68,,,
Jørundland,NO,NO,,,1970.0,55.2,,,
Jøssang,NO,NO,,,2010.0,34.0,,,
Jøssingfjord,NO,NO,,,2009.0,4.5,,,
Jåstadkraft,NO,NO,,,2010.0,0.99,,,
Kaggefoss,NO,NO,,,1951.0,85.5,,,
Kaldestad,NO,NO,,,1936.0,6.3,,,
Kaldestad,NO,NO,,,1964.0,24.0,,,
Kaldheim Bruk,NO,NO,,,1995.0,0.015,,,
Kaldsåni,NO,NO,,,2015.0,2.8,,,
Kaldåga,NO,NO,,,1958.0,15.0,,,
Kaldåga,NO,NO,,,2019.0,2.1,,,
Kaldåna,NO,NO,,,2014.0,2.99,,,
Kaldåni,NO,NO,,,2003.0,0.054,,,
Kalsabø,NO,NO,,,2000.0,0.09,,,
Kalvedalen,NO,NO,,,1967.0,19.0,,,
Kalvåa,NO,NO,,,2000.0,0.28,,,
Kambe Kraft,NO,NO,,,2002.0,0.05,,,
Kammerfoss,NO,NO,,,1958.0,1.9,,,
Kanalen,NO,NO,,,2005.0,0.01,,,
Kandal,NO,NO,,,2009.0,4.8,,,
Kangsliåga,NO,NO,,,2010.0,3.097,,,
Kanndalen,NO,NO,,,2012.0,5.49,,,
Karstad,NO,NO,,,2009.0,0.39,,,
Kastdalen,NO,NO,,,1969.0,1.6,,,
Kaupanger,NO,NO,,,1996.0,0.055,,,
Kaupanger 3,NO,NO,,,2010.0,5.1,,,
Kildalen,NO,NO,,,1960.0,8.2,,,
Kilsti,NO,NO,,,2004.0,0.015,,,
Kinnali,NO,NO,,,1995.0,0.07,,,
Kinnali II,NO,NO,,,1996.0,0.099,,,
Kinnforsen,NO,NO,,,2014.0,2.95,,,
Kinso,NO,NO,,,1917.0,4.1,,,
Kistafossen,NO,NO,,,2008.0,1.6,,,
Kiste,NO,NO,,,1917.0,5.87,,,
Kistefoss I,NO,NO,,,1942.0,1.3999,,,
Kistefoss II,NO,NO,,,1955.0,4.2,,,
Kittilsviken,NO,NO,,,2007.0,1.9,,,
Kjela,NO,NO,,,1979.0,62.0,,,
Kjeldebekken,NO,NO,,,1998.0,0.285,,,
Kjeldåga,NO,NO,,,2004.0,0.47,,,
Kjensvatn,NO,NO,,,2014.0,14.0,,,
Kjetland,NO,NO,,,2004.0,1.5,,,
Kjosfoss,NO,NO,,,1944.0,4.2,,,
Kjærnes,NO,NO,,,2009.0,0.99,,,
Kjøljua,NO,NO,,,1990.0,0.8,,,
Kjølvik,NO,NO,,,2010.0,0.34,,,
Kjørstad,NO,NO,,,2016.0,2.5,,,
Kjøsnesfjorden,NO,NO,,,2010.0,84.0,,,
Kjøsstånå,NO,NO,,,1997.0,0.088,,,
Kleiva,NO,NO,,,2009.0,3.9,,,
Kleivafoss,NO,NO,,,1946.0,0.2,,,
Kleivane,NO,NO,,,2004.0,0.986,,,
Kleivane,NO,NO,,,2008.0,0.099,,,
Klosterfoss,NO,NO,,,1969.0,10.5,,,
Klubbatjern,NO,NO,,,1999.0,0.2,,,
Kløvkraft,NO,NO,,,2013.0,1.389,,,
Kløvtveit,NO,NO,,,2006.0,8.9,,,
Knutfoss,NO,NO,,,2010.0,4.85,,,
Koabekken,NO,NO,,,1999.0,0.016,,,
Kobbelv,NO,NO,,,1987.0,300.0,,,
Kobbholm,NO,NO,,,2010.0,3.2,,,
Kolfossen,NO,NO,,,1955.0,2.7,,,
Kolsvik,NO,NO,,,1979.0,128.0,,,
Kongsfjord I,NO,NO,,,1946.0,4.4,,,
Kongsfoss,NO,NO,,,2004.0,2.9,,,
Kongsmarka,NO,NO,,,1920.0,2.5,,,
Kongsvinger,NO,NO,,,1975.0,42.7,,,
Kopa,NO,NO,,,1937.0,2.6,,,
Koparvike,NO,NO,,,2003.0,0.5,,,
Krogseth,NO,NO,,,1997.0,0.015,,,
Krogstadelva,NO,NO,,,2012.0,4.7,,,
Kroka,NO,NO,,,2008.0,0.47,,,
Krokevatn,NO,NO,,,2009.0,3.3,,,
Krokvatn,NO,NO,,,1951.0,2.0,,,
Krutlet,NO,NO,,,1999.0,0.045,,,
Krutvatnet,NO,NO,,,2002.0,0.01,,,
Kråkenes,NO,NO,,,2007.0,2.16,,,
Kuli,NO,NO,,,1966.0,6.0,,,
Kulu,NO,NO,,,2014.0,2.88,,,
Kupe,NO,NO,,,2017.0,3.2,,,
Kuråsfoss,NO,NO,,,1952.0,10.6,,,
Kvalvaag,NO,NO,,,2010.0,0.5,,,
Kvamselva,NO,NO,,,2016.0,2.67,,,
Kvangreelva,NO,NO,,,2012.0,0.48,,,
Kvanndal,NO,NO,,,1967.0,40.0,,,
Kvannvatn,NO,NO,,,2008.0,4.04,,,
Kvarv,NO,NO,,,1987.0,2.2,,,
Kvassteinåga,NO,NO,,,2011.0,4.33,,,
Kveaså,NO,NO,,,2011.0,5.4,,,
Kvemma,NO,NO,,,2015.0,5.0,,,
Kvemma minikraftverk,NO,NO,,,2004.0,0.232,,,
Kvennhusbekken,NO,NO,,,2004.0,0.004,,,
Kvennhusåi,NO,NO,,,1999.0,0.995,,,
Kvennhølet,NO,NO,,,2003.0,0.014,,,
Kvernerud,NO,NO,,,1917.0,0.28,,,
Kvernfallet,NO,NO,,,1936.0,1.1,,,
Kvernhusbekken,NO,NO,,,2007.0,0.07,,,
Kvernhusdalsbekken,NO,NO,,,2005.0,0.099,,,
Kvernhuselva,NO,NO,,,2000.0,0.32,,,
Kvernhusfossen,NO,NO,,,1993.0,0.011,,,
Kvernhusfossen,NO,NO,,,1997.0,0.1424,,,
Kverninga,NO,NO,,,2013.0,2.832,,,
Kvernstad,NO,NO,,,2008.0,2.75,,,
Kvernstufossen,NO,NO,,,1997.0,0.5,,,
Kvernåi,NO,NO,,,2017.0,2.83,,,
Kvilldal,NO,NO,,,1981.0,1240.0,,,
Kvina,NO,NO,,,2006.0,0.32,,,
Kvinen,NO,NO,,,1981.0,80.0,,,
Kvinesdal,NO,NO,,,2006.0,1.3,,,
Kvitefella,NO,NO,,,2005.0,1.3,,,
Kvitelva,NO,NO,,,2011.0,0.45,,,
Kvitfossen,NO,NO,,,1956.0,1.8,,,
Kvitingen,NO,NO,,,1926.0,0.3,,,
Kvitno,NO,NO,,,2015.0,9.0,,,
Kvittingen,NO,NO,,,1984.0,48.0,,,
Kvitvella,NO,NO,,,2014.0,1.55,,,
Kvitåi,NO,NO,,,2019.0,2.58,,,
Kviven,NO,NO,,,2006.0,1.55,,,
Kvænangsbotn,NO,NO,,,1965.0,55.0,,,
Kvåle,NO,NO,,,2009.0,4.6,,,
Kvåmm,NO,NO,,,2003.0,0.017,,,
Kylland,NO,NO,,,2010.0,1.3,,,
Kyrkjevollgrova,NO,NO,,,2010.0,0.3,,,
Kysinga,NO,NO,,,2010.0,1.25,,,
Kåven,NO,NO,,,1952.0,4.5,,,
Laksen,NO,NO,,,2012.0,4.949,,,
Lakshola,NO,NO,,,1999.0,30.0,,,
Landakraft,NO,NO,,,2010.0,2.0,,,
Langdalselva,NO,NO,,,2013.0,4.3,,,
Langedal,NO,NO,,,2018.0,3.0,,,
Langedalen,NO,NO,,,2011.0,5.0,,,
