"name","country","zone","fuel","tech","commissioned","capacity_mw","eta","scale","scaled_capacity_mw"
"Dolna Odra B1","PL","PL","hardcoal","Hardcoal","","222.0","0.4","1.0848310988817984","240.83250395175924"
"Dolna Odra B2","PL","PL","hardcoal","Hardcoal","","232.0","0.4","1.0848310988817984","251.68081494057722"
"Dolna Odra B5","PL","PL","hardcoal","Hardcoal","","222.0","0.4","1.0848310988817984","240.83250395175924"
"Dolna Odra B6","PL","PL","hardcoal","Hardcoal","","222.0","0.4","1.0848310988817984","240.83250395175924"
"Dolna Odra B7","PL","PL","hardcoal","Hardcoal","","227.0","0.4","1.0848310988817984","246.25665944616824"
"Dolna Odra B8","PL","PL","hardcoal","Hardcoal","","232.0","0.4","1.0848310988817984","251.68081494057722"
"Dychów H1","PL","PL","nan","","","28.0","","","28.0"
"Dychów H2","PL","PL","nan","","","29.0","","","29.0"
"Dychów H3","PL","PL","nan","","","28.0","","","28.0"
"Jaworzno 3 B1","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Jaworzno 3 B2","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Jaworzno 3 B3","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Jaworzno 3 B4","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Jaworzno 3 B5","PL","PL","hardcoal","Hardcoal","","220.0","0.4","1.0848310988817984","238.66284175399565"
"Jaworzno 3 B6","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Karolin B2","PL","PL","hardcoal","Hardcoal","","100.0","0.4","1.0848310988817984","108.48310988817984"
"Karolin B3","PL","PL","hardcoal","Hardcoal","","112.0","0.4","1.0848310988817984","121.50108307476142"
"Kozienice 1 B1","PL","PL","hardcoal","Hardcoal","","228.0","0.4","1.0848310988817984","247.34149054505005"
"Kozienice 1 B2","PL","PL","hardcoal","Hardcoal","","228.0","0.4","1.0848310988817984","247.34149054505005"
"Kozienice 1 B3","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Kozienice 1 B4","PL","PL","hardcoal","Hardcoal","","228.0","0.4","1.0848310988817984","247.34149054505005"
"Kozienice 1 B5","PL","PL","hardcoal","Hardcoal","","228.0","0.4","1.0848310988817984","247.34149054505005"
"Kozienice 1 B6","PL","PL","hardcoal","Hardcoal","","228.0","0.4","1.0848310988817984","247.34149054505005"
"Kozienice 1 B7","PL","PL","hardcoal","Hardcoal","","228.0","0.4","1.0848310988817984","247.34149054505005"
"Kozienice 1 B8","PL","PL","hardcoal","Hardcoal","","228.0","0.4","1.0848310988817984","247.34149054505005"
"Kozienice 2 B09","PL","PL","hardcoal","Hardcoal","","560.0","0.4","1.0848310988817984","607.5054153738071"
"Kozienice 2 B10","PL","PL","hardcoal","Hardcoal","","560.0","0.4","1.0848310988817984","607.5054153738071"
"Kozienice 2 B11","PL","PL","hardcoal","Hardcoal","","1075.0","0.4","1.0848310988817984","1166.1934312979333"
"Łagisza B10","PL","PL","hardcoal","Hardcoal","","460.0","0.4","1.0848310988817984","499.02230548562727"
"Łagisza B6","PL","PL","hardcoal","Hardcoal","","120.0","0.4","1.0848310988817984","130.1797318658158"
"Łagisza B7","PL","PL","hardcoal","Hardcoal","","120.0","0.4","1.0848310988817984","130.1797318658158"
"Łaziska 2 B1","PL","PL","hardcoal","Hardcoal","","125.0","0.4","1.0848310988817984","135.6038873602248"
"Łaziska 2 B2","PL","PL","hardcoal","Hardcoal","","125.0","0.4","1.0848310988817984","135.6038873602248"
"Łaziska 3 B09","PL","PL","hardcoal","Hardcoal","","230.0","0.4","1.0848310988817984","249.51115274281364"
"Łaziska 3 B10","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Łaziska 3 B11","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Łaziska 3 B12","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Opole B1","PL","PL","hardcoal","Hardcoal","","386.0","0.4","1.0848310988817984","418.7448041683742"
"Opole B2","PL","PL","hardcoal","Hardcoal","","383.0","0.4","1.0848310988817984","415.4903108717288"
"Opole B3","PL","PL","hardcoal","Hardcoal","","383.0","0.4","1.0848310988817984","415.4903108717288"
"Opole B4","PL","PL","hardcoal","Hardcoal","","380.0","0.4","1.0848310988817984","412.2358175750834"
"Opole B5","PL","PL","hardcoal","Hardcoal","","905.0","0.4","1.0848310988817984","981.7721444880276"
"Opole B6","PL","PL","hardcoal","Hardcoal","","905.0","0.4","1.0848310988817984","981.7721444880276"
"Ostrołęka B B01","PL","PL","hardcoal","Hardcoal","","230.0","0.4","1.0848310988817984","249.51115274281364"
"Ostrołęka B B02","PL","PL","hardcoal","Hardcoal","","230.0","0.4","1.0848310988817984","249.51115274281364"
"Ostrołęka B B03","PL","PL","hardcoal","Hardcoal","","230.0","0.4","1.0848310988817984","249.51115274281364"
"Pątnów 1 B1","PL","PL","lignite","Lignite","","222.0","0.39","0.8365430909966297","185.7125662012518"
"Pątnów 1 B2","PL","PL","lignite","Lignite","","222.0","0.39","0.8365430909966297","185.7125662012518"
"Pątnów 1 B3","PL","PL","lignite","Lignite","","200.0","0.39","0.8365430909966297","167.30861819932593"
"Pątnów 1 B4","PL","PL","lignite","Lignite","","200.0","0.39","0.8365430909966297","167.30861819932593"
"Pątnów 1 B5","PL","PL","lignite","Lignite","","200.0","0.39","0.8365430909966297","167.30861819932593"
"Pątnów 1 B6","PL","PL","lignite","Lignite","","200.0","0.39","0.8365430909966297","167.30861819932593"
"Pątnów 2 B9","PL","PL","lignite","Lignite","","474.0","0.39","0.8365430909966297","396.5214251324025"
"Połaniec B1","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Połaniec B2","PL","PL","hardcoal","Hardcoal","","242.0","0.4","1.0848310988817984","262.5291259293952"
"Połaniec B3","PL","PL","hardcoal","Hardcoal","","242.0","0.4","1.0848310988817984","262.5291259293952"
"Połaniec B4","PL","PL","hardcoal","Hardcoal","","242.0","0.4","1.0848310988817984","262.5291259293952"
"Połaniec B5","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Połaniec B6","PL","PL","hardcoal","Hardcoal","","242.0","0.4","1.0848310988817984","262.5291259293952"
"Połaniec B7","PL","PL","hardcoal","Hardcoal","","239.0","0.4","1.0848310988817984","259.27463263274984"
"Porąbka Żar H1","PL","PL","nan","","","135.0","","","135.0"
"Porąbka Żar H2","PL","PL","nan","","","135.0","","","135.0"
"Porąbka Żar H3","PL","PL","nan","","","135.0","","","135.0"
"Porąbka Żar H4","PL","PL","nan","","","135.0","","","135.0"
"Rybnik B1","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Rybnik B2","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Rybnik B3","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Rybnik B4","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Rybnik B5","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Rybnik B6","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Rybnik B7","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Rybnik B8","PL","PL","hardcoal","Hardcoal","","225.0","0.4","1.0848310988817984","244.08699724840463"
"Siersza B1","PL","PL","hardcoal","Hardcoal","","153.0","0.4","1.0848310988817984","165.97915812891515"
"Siersza B2","PL","PL","hardcoal","Hardcoal","","153.0","0.4","1.0848310988817984","165.97915812891515"
"Siersza B3","PL","PL","hardcoal","Hardcoal","","123.0","0.4","1.0848310988817984","133.43422516246122"
"Siersza B6","PL","PL","hardcoal","Hardcoal","","128.0","0.4","1.0848310988817984","138.8583806568702"
"Solina H1","PL","PL","nan","","","68.0","","","68.0"
"Solina H2","PL","PL","nan","","","68.0","","","68.0"
"Solina H3","PL","PL","nan","","","31.0","","","31.0"
"Solina H4","PL","PL","nan","","","31.0","","","31.0"
"Stalowa Wola 3 B7","PL","PL","hardcoal","Hardcoal","","125.0","0.4","1.0848310988817984","135.6038873602248"
"Stalowa Wola 3 B8","PL","PL","hardcoal","Hardcoal","","125.0","0.4","1.0848310988817984","135.6038873602248"
"Turów B01","PL","PL","lignite","Lignite","","235.0","0.39","0.8365430909966297","196.587626384208"
"Turów B02","PL","PL","lignite","Lignite","","235.0","0.39","0.8365430909966297","196.587626384208"
"Turów B03","PL","PL","lignite","Lignite","","235.0","0.39","0.8365430909966297","196.587626384208"
"Turów B04","PL","PL","lignite","Lignite","","261.0","0.39","0.8365430909966297","218.33774675012035"
"Turów B05","PL","PL","lignite","Lignite","","261.0","0.39","0.8365430909966297","218.33774675012035"
"Turów B06","PL","PL","lignite","Lignite","","261.0","0.39","0.8365430909966297","218.33774675012035"
"Żarnowiec H1","PL","PL","nan","","","179.0","","","179.0"
"Żarnowiec H2","PL","PL","nan","","","179.0","","","179.0"
"Żarnowiec H3","PL","PL","nan","","","179.0","","","179.0"
"Żarnowiec H4","PL","PL","nan","","","179.0","","","179.0"
"Żydowo H1","PL","PL","nan","","","55.0","","","55.0"
"Żydowo H2","PL","PL","nan","","","55.0","","","55.0"
"Żydowo H3","PL","PL","nan","","","57.0","","","57.0"
"Alpiq‐ECK 7","CZ","CZ","lignite","Lignite","","135.0","0.39","0.7712137028909862","104.11384989028313"
"Alpiq‐ECK B5","CZ","CZ","lignite","Lignite","","135.0","0.39","0.7712137028909862","104.11384989028313"
"Alpiq‐ECK B7","CZ","CZ","lignite","Lignite","","135.0","0.39","0.7712137028909862","104.11384989028313"
"C.Budejovice TCB","CZ","CZ","lignite","Lignite","","66.2","0.39","0.7712137028909862","51.05434713138329"
"DRPEMO VKR,TEV","CZ","CZ","lignite","Lignite","","18.0","0.39","0.7712137028909862","13.881846652037751"
"Dvur Kralove TDK","CZ","CZ","lignite","Lignite","","18.3","0.39","0.7712137028909862","14.113210762905048"
"Energotrans TG1","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Energotrans TG2","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Energotrans TG3","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Energotrans TG4","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Hodonin EHO","CZ","CZ","lignite","Lignite","","107.0","0.39","0.7712137028909862","82.51986620933553"
"CHEZA G1","CZ","CZ","lignite","Lignite","","275.0","0.39","0.7712137028909862","212.0837682950212"
"Chvaletice B1","CZ","CZ","lignite","Lignite","","205.0","0.39","0.7712137028909862","158.09880909265217"
"Chvaletice B2","CZ","CZ","lignite","Lignite","","205.0","0.39","0.7712137028909862","158.09880909265217"
"Chvaletice B3","CZ","CZ","lignite","Lignite","","205.0","0.39","0.7712137028909862","158.09880909265217"
"Chvaletice B4","CZ","CZ","lignite","Lignite","","205.0","0.39","0.7712137028909862","158.09880909265217"
"Karlovy Vary KVT","CZ","CZ","lignite","Lignite","","1.3","0.39","0.7712137028909862","1.0025778137582821"
"Karvina TG4","CZ","CZ","lignite","Lignite","","15.0","0.39","0.7712137028909862","11.568205543364794"
"Karvina TG5","CZ","CZ","lignite","Lignite","","40.0","0.39","0.7712137028909862","30.84854811563945"
"Kauc.Kralupy TG1","CZ","CZ","lignite","Lignite","","27.0","0.39","0.7712137028909862","20.822769978056627"
"Kauc.Kralupy TG2","CZ","CZ","lignite","Lignite","","33.0","0.39","0.7712137028909862","25.450052195402545"
"Kolin Zalabi TG4","CZ","CZ","lignite","Lignite","","4.5","0.39","0.7712137028909862","3.470461663009438"
"Kolin Zalabi TG5","CZ","CZ","lignite","Lignite","","12.0","0.39","0.7712137028909862","9.254564434691835"
"Komorany TG20","CZ","CZ","lignite","Lignite","","35.0","0.39","0.7712137028909862","26.992479601184517"
"Komorany TG21","CZ","CZ","lignite","Lignite","","22.0","0.39","0.7712137028909862","16.966701463601698"
"Komorany TG22","CZ","CZ","lignite","Lignite","","34.0","0.39","0.7712137028909862","26.22126589829353"
"Komorany TG4","CZ","CZ","lignite","Lignite","","32.0","0.39","0.7712137028909862","24.67883849251156"
"Komorany TG5","CZ","CZ","lignite","Lignite","","32.0","0.39","0.7712137028909862","24.67883849251156"
"Komorany TG6","CZ","CZ","lignite","Lignite","","32.0","0.39","0.7712137028909862","24.67883849251156"
"Komorany TG9","CZ","CZ","lignite","Lignite","","32.0","0.39","0.7712137028909862","24.67883849251156"
"Ledvice 2 B2","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Ledvice 2 B3","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Ledvice 3 B4","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Ledvice 4 B6","CZ","CZ","lignite","Lignite","","660.0","0.39","0.7712137028909862","509.0010439080509"
"Liberec TLI","CZ","CZ","lignite","Lignite","","15.0","0.39","0.7712137028909862","11.568205543364794"
"Melník2 B10","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Melník2 B9","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Melník3 B11","CZ","CZ","lignite","Lignite","","500.0","0.39","0.7712137028909862","385.60685144549313"
"Náchod TNA","CZ","CZ","lignite","Lignite","","17.0","0.39","0.7712137028909862","13.110632949146765"
"Olomouc TG3","CZ","CZ","lignite","Lignite","","41.0","0.39","0.7712137028909862","31.619761818530435"
"Olomouc TG4","CZ","CZ","lignite","Lignite","","8.0","0.39","0.7712137028909862","6.16970962312789"
"Opatovice TG1","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Opatovice TG2","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Opatovice TG3","CZ","CZ","lignite","Lignite","","63.0","0.39","0.7712137028909862","48.58646328213213"
"Opatovice TG4","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Opatovice TG5","CZ","CZ","lignite","Lignite","","60.0","0.39","0.7712137028909862","46.272822173459176"
"Opatovice TG6","CZ","CZ","lignite","Lignite","","63.0","0.39","0.7712137028909862","48.58646328213213"
"Ostrava TPV","CZ","CZ","lignite","Lignite","","13.5","0.39","0.7712137028909862","10.411384989028313"
"Ostrov n. O. TOS","CZ","CZ","lignite","Lignite","","6.0","0.39","0.7712137028909862","4.627282217345917"
"Otrokovice TG1","CZ","CZ","lignite","Lignite","","25.0","0.39","0.7712137028909862","19.280342572274655"
"Otrokovice TG2","CZ","CZ","lignite","Lignite","","27.5","0.39","0.7712137028909862","21.20837682950212"
"PEVTZ PEActherm","CZ","CZ","lignite","Lignite","","26.0","0.39","0.7712137028909862","20.05155627516564"
"PE CEZ Morava PESME","CZ","CZ","lignite","Lignite","","129.0","0.39","0.7712137028909862","99.48656767293723"
"PE CEZ sever PESCE","CZ","CZ","lignite","Lignite","","173.7","0.39","0.7712137028909862","133.9598201921643"
"PE CEZ východ PEVCE","CZ","CZ","lignite","Lignite","","135.0","0.39","0.7712137028909862","104.11384989028313"
"PE CEZ západ PEZCE","CZ","CZ","lignite","Lignite","","26.0","0.39","0.7712137028909862","20.05155627516564"
"PE CEZstred PESTE","CZ","CZ","lignite","Lignite","","77.2","0.39","0.7712137028909862","59.53769786318414"
"PE EONvýchod PEJME","CZ","CZ","lignite","Lignite","","71.0","0.39","0.7712137028909862","54.75617290526002"
"PE EONzápad PEJCE","CZ","CZ","lignite","Lignite","","48.8","0.39","0.7712137028909862","37.63522870108012"
"PE PREdi PEPRE","CZ","CZ","lignite","Lignite","","11.0","0.39","0.7712137028909862","8.483350731800849"
"PE Vresová TG1","CZ","CZ","lignite","Lignite","","55.0","0.39","0.7712137028909862","42.41675365900424"
"PE Vresová TG2","CZ","CZ","lignite","Lignite","","55.0","0.39","0.7712137028909862","42.41675365900424"
"PE Vresová TG3","CZ","CZ","lignite","Lignite","","55.0","0.39","0.7712137028909862","42.41675365900424"
"PE Vresová TG4","CZ","CZ","lignite","Lignite","","55.0","0.39","0.7712137028909862","42.41675365900424"
"Písek TPI","CZ","CZ","lignite","Lignite","","7.8","0.39","0.7712137028909862","6.015466882549693"
"Planá n/L. TG3","CZ","CZ","lignite","Lignite","","20.7","0.39","0.7712137028909862","15.964123649843414"
"Plzen teplárna TG1","CZ","CZ","lignite","Lignite","","67.0","0.39","0.7712137028909862","51.67131809369608"
"Plzen teplárna TG2","CZ","CZ","lignite","Lignite","","67.0","0.39","0.7712137028909862","51.67131809369608"
"Plzenská energetika TG10","CZ","CZ","lignite","Lignite","","26.0","0.39","0.7712137028909862","20.05155627516564"
"Plzenská energetika TG8","CZ","CZ","lignite","Lignite","","31.0","0.39","0.7712137028909862","23.907624789620574"
"Plzenská energetika TG9","CZ","CZ","lignite","Lignite","","33.0","0.39","0.7712137028909862","25.450052195402545"
"Pocerady B2","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Pocerady B3","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Pocerady B4","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Pocerady B5","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Pocerady B6","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Prunérov 1 B3","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Prunérov 1 B4","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Prunérov 1 B5","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Prunérov 1 B6","CZ","CZ","lignite","Lignite","","110.0","0.39","0.7712137028909862","84.83350731800849"
"Prunérov 2 B23","CZ","CZ","lignite","Lignite","","250.0","0.39","0.7712137028909862","192.80342572274657"
"Prunérov 2 B24","CZ","CZ","lignite","Lignite","","250.0","0.39","0.7712137028909862","192.80342572274657"
"Prunérov 2 B25","CZ","CZ","lignite","Lignite","","250.0","0.39","0.7712137028909862","192.80342572274657"
"Prerov TG1","CZ","CZ","lignite","Lignite","","42.5","0.39","0.7712137028909862","32.77658237286691"
"Prerov TG2","CZ","CZ","lignite","Lignite","","8.0","0.39","0.7712137028909862","6.16970962312789"
"Príbram TG1","CZ","CZ","lignite","Lignite","","44.4","0.39","0.7712137028909862","34.241888408359785"
"Strakonice TST","CZ","CZ","lignite","Lignite","","30.0","0.39","0.7712137028909862","23.136411086729588"
"ŠKO-ENERGO ","CZ","CZ","lignite","Lignite","","87.2","0.39","0.7712137028909862","67.249834892094"
"Špitálka PS","CZ","CZ","lignite","Lignite","","80.6","0.39","0.7712137028909862","62.159824453013485"
"Tábor TTB","CZ","CZ","lignite","Lignite","","22.5","0.39","0.7712137028909862","17.35230831504719"
"Terea(Cheb) Terea","CZ","CZ","lignite","Lignite","","5.1","0.39","0.7712137028909862","3.9331898847440296"
"Tisová2 B6","CZ","CZ","lignite","Lignite","","112.0","0.39","0.7712137028909862","86.37593472379046"
"Trmice TG4","CZ","CZ","lignite","Lignite","","20.0","0.39","0.7712137028909862","15.424274057819725"
"Trmice TG5","CZ","CZ","lignite","Lignite","","20.0","0.39","0.7712137028909862","15.424274057819725"
"Trmice TG6","CZ","CZ","lignite","Lignite","","16.0","0.39","0.7712137028909862","12.33941924625578"
"Trmice TG7","CZ","CZ","lignite","Lignite","","16.0","0.39","0.7712137028909862","12.33941924625578"
"Trmice TG8","CZ","CZ","lignite","Lignite","","16.0","0.39","0.7712137028909862","12.33941924625578"
"Trebovice TG15","CZ","CZ","lignite","Lignite","","72.0","0.39","0.7712137028909862","55.527386608151005"
"Trebovice TG16","CZ","CZ","lignite","Lignite","","72.0","0.39","0.7712137028909862","55.527386608151005"
"Trebovice TG33","CZ","CZ","lignite","Lignite","","33.0","0.39","0.7712137028909862","25.450052195402545"
"Tušimice 2 B21","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Tušimice 2 B22","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Tušimice 2 B23","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Tušimice 2 B24","CZ","CZ","lignite","Lignite","","200.0","0.39","0.7712137028909862","154.24274057819724"
"Detmarovice B1","CZ","CZ","hardcoal","Hardcoal","","200.0","0.4","0.7061315758503001","141.22631517006002"
"Detmarovice B2","CZ","CZ","hardcoal","Hardcoal","","200.0","0.4","0.7061315758503001","141.22631517006002"
"Detmarovice B3","CZ","CZ","hardcoal","Hardcoal","","200.0","0.4","0.7061315758503001","141.22631517006002"
"Detmarovice B4","CZ","CZ","hardcoal","Hardcoal","","200.0","0.4","0.7061315758503001","141.22631517006002"
"PEVitkovice EVI","CZ","CZ","hardcoal","Hardcoal","","79.0","0.4","0.7061315758503001","55.7843944921737"
"Porici 2 EPO2","CZ","CZ","hardcoal","Hardcoal","","165.0","0.4","0.7061315758503001","116.51171001529951"
"CS Armáda CSA","CZ","CZ","hardcoal","Hardcoal","","24.0","0.4","0.7061315758503001","16.947157820407202"
