,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Fossil Hard coal,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,
2024-12-03 02:00:00+01:00,353.000,2492.000,0.000,111.000,,2228.000,4568.000,1354.000,48863.000,0.000,307.000,193.000,5030.000,,
2024-12-03 03:00:00+01:00,352.000,2380.000,0.000,111.000,,2480.000,4504.000,1362.000,48878.000,0.000,306.000,144.000,4646.000,,
2024-12-03 04:00:00+01:00,352.000,2633.000,0.000,111.000,,2250.000,4480.000,1378.000,48935.000,0.000,310.000,146.000,4268.000,,
2024-12-03 05:00:00+01:00,355.000,2910.000,0.000,111.000,,1042.000,4562.000,1862.000,48938.000,0.000,312.000,136.000,3876.000,,
2024-12-03 06:00:00+01:00,357.000,4399.000,0.000,111.000,203.000,,4793.000,3037.000,48909.000,0.000,309.000,79.000,3456.000,,
2024-12-03 07:00:00+01:00,356.000,5343.000,0.000,110.000,1094.000,,5239.000,3643.000,48893.000,0.000,300.000,61.000,2988.000,,
2024-12-03 08:00:00+01:00,356.000,5851.000,0.000,111.000,2630.000,,5589.000,3791.000,49019.000,479.000,297.000,105.000,2438.000,,
2024-12-03 09:00:00+01:00,356.000,5810.000,0.000,107.000,2748.000,,5549.000,3539.000,49011.000,1571.000,304.000,118.000,2050.000,,
2024-12-03 10:00:00+01:00,352.000,5814.000,0.000,107.000,2363.000,,5382.000,3361.000,49025.000,3322.000,303.000,70.000,1720.000,,
2024-12-03 11:00:00+01:00,353.000,5774.000,0.000,108.000,1701.000,,5368.000,3080.000,49028.000,4634.000,302.000,39.000,1523.000,,
2024-12-03 12:00:00+01:00,357.000,5964.000,20.000,111.000,1220.000,,5354.000,3159.000,49033.000,5201.000,315.000,10.000,1429.000,,
2024-12-03 13:00:00+01:00,354.000,6034.000,178.000,111.000,1296.000,,5389.000,3302.000,49053.000,4770.000,316.000,5.000,1386.000,,
2024-12-03 14:00:00+01:00,354.000,6045.000,313.000,111.000,1021.000,,5413.000,3263.000,49077.000,3705.000,318.000,8.000,1378.000,,
2024-12-03 15:00:00+01:00,352.000,6216.000,425.000,111.000,1405.000,,5502.000,3772.000,49095.000,2016.000,318.000,10.000,1401.000,,
2024-12-03 16:00:00+01:00,352.000,6359.000,435.000,110.000,2688.000,,5547.000,4517.000,49046.000,740.000,316.000,8.000,1361.000,,
2024-12-03 17:00:00+01:00,357.000,6459.000,527.000,151.000,3528.000,,5640.000,4634.000,49053.000,312.000,314.000,4.000,1462.000,,
2024-12-03 18:00:00+01:00,358.000,6785.000,571.000,457.000,3725.000,,5891.000,4544.000,49028.000,0.000,312.000,11.000,1461.000,,
2024-12-03 19:00:00+01:00,358.000,6803.000,573.000,682.000,3685.000,,5964.000,4461.000,49072.000,0.000,312.000,47.000,1391.000,,
2024-12-03 20:00:00+01:00,358.000,6581.000,574.000,307.000,3248.000,,5904.000,4003.000,49055.000,0.000,314.000,53.000,1474.000,,
2024-12-03 21:00:00+01:00,358.000,6371.000,581.000,110.000,1942.000,,5541.000,3578.000,49185.000,0.000,311.000,52.000,1568.000,,
2024-12-03 22:00:00+01:00,360.000,6335.000,576.000,110.000,1284.000,,5432.000,3181.000,49202.000,0.000,315.000,35.000,1689.000,,
2024-12-03 23:00:00+01:00,358.000,5803.000,574.000,111.000,492.000,,5244.000,2553.000,49195.000,0.000,317.000,37.000,1803.000,,
2024-12-04 00:00:00+01:00,359.000,5642.000,574.000,111.000,,190.000,5228.000,2210.000,49000.000,0.000,317.000,37.000,1903.000,,
2024-12-04 01:00:00+01:00,358.000,5312.000,574.000,112.000,,673.000,5161.000,2002.000,49059.000,0.000,320.000,28.000,1867.000,,
2024-12-04 02:00:00+01:00,358.000,5063.000,579.000,111.000,,773.000,5042.000,1824.000,49030.000,0.000,316.000,67.000,1803.000,,
2024-12-04 03:00:00+01:00,360.000,5071.000,580.000,112.000,,1197.000,4948.000,1732.000,48576.000,0.000,315.000,150.000,1729.000,,
2024-12-04 04:00:00+01:00,360.000,4933.000,580.000,112.000,,1346.000,4881.000,1672.000,48574.000,0.000,318.000,148.000,1670.000,,
2024-12-04 05:00:00+01:00,359.000,4950.000,581.000,111.000,,999.000,4926.000,1967.000,48571.000,0.000,314.000,138.000,1903.000,,
2024-12-04 06:00:00+01:00,358.000,5864.000,581.000,111.000,842.000,,5146.000,3058.000,48575.000,0.000,313.000,115.000,2197.000,,
2024-12-04 07:00:00+01:00,360.000,6497.000,582.000,111.000,3427.000,,5678.000,4512.000,49168.000,0.000,310.000,50.000,2388.000,,
2024-12-04 08:00:00+01:00,360.000,7149.000,579.000,654.000,3901.000,,5778.000,4702.000,49170.000,472.000,311.000,38.000,2418.000,,
2024-12-04 09:00:00+01:00,360.000,7203.000,579.000,1205.000,3360.000,,5878.000,4381.000,49199.000,2256.000,309.000,57.000,2693.000,,
2024-12-04 10:00:00+01:00,356.000,6120.000,577.000,951.000,3071.000,,5796.000,4247.000,49243.000,5244.000,305.000,100.000,2454.000,,
2024-12-04 11:00:00+01:00,348.000,5691.000,576.000,223.000,3145.000,,5740.000,4110.000,49262.000,7390.000,306.000,105.000,2173.000,,
2024-12-04 12:00:00+01:00,354.000,6280.000,575.000,111.000,2243.000,,5813.000,3762.000,49291.000,8332.000,308.000,181.000,2035.000,,
2024-12-04 13:00:00+01:00,354.000,6193.000,579.000,112.000,1381.000,,5778.000,3443.000,49305.000,8113.000,307.000,283.000,1924.000,,
2024-12-04 14:00:00+01:00,339.000,6395.000,581.000,112.000,1454.000,,5515.000,3239.000,48671.000,6658.000,309.000,414.000,2109.000,,
2024-12-04 15:00:00+01:00,341.000,6801.000,581.000,112.000,2084.000,,5602.000,3808.000,48550.000,4009.000,297.000,457.000,2291.000,,
2024-12-04 16:00:00+01:00,342.000,7097.000,581.000,130.000,3357.000,,5725.000,4266.000,48646.000,1268.000,295.000,554.000,2403.000,,
2024-12-04 17:00:00+01:00,354.000,7021.000,581.000,247.000,3939.000,,5912.000,4544.000,48699.000,334.000,295.000,686.000,2751.000,,
2024-12-04 18:00:00+01:00,356.000,6981.000,581.000,303.000,3831.000,,6098.000,4370.000,48717.000,0.000,289.000,703.000,3236.000,,
2024-12-04 19:00:00+01:00,358.000,6680.000,581.000,378.000,3893.000,,6117.000,4551.000,48688.000,0.000,296.000,738.000,3560.000,,
2024-12-04 20:00:00+01:00,356.000,5874.000,581.000,276.000,2881.000,,5900.000,4340.000,48823.000,0.000,299.000,945.000,3975.000,,
2024-12-04 21:00:00+01:00,356.000,5627.000,581.000,111.000,1263.000,,5542.000,3373.000,48854.000,0.000,302.000,1184.000,4376.000,,
2024-12-04 22:00:00+01:00,355.000,5274.000,580.000,111.000,1097.000,,5426.000,3133.000,48873.000,0.000,299.000,1230.000,4767.000,,
2024-12-04 23:00:00+01:00,355.000,4825.000,569.000,111.000,433.000,,5119.000,2522.000,48844.000,0.000,297.000,1284.000,5495.000,,
2024-12-05 00:00:00+01:00,357.000,4134.000,521.000,111.000,481.000,,5130.000,2304.000,48811.000,0.000,303.000,1361.000,6075.000,,
2024-12-05 01:00:00+01:00,358.000,3181.000,521.000,111.000,235.000,,5134.000,1754.000,48815.000,0.000,304.000,1375.000,6622.000,,
2024-12-05 02:00:00+01:00,358.000,2912.000,533.000,112.000,,352.000,4924.000,1406.000,48440.000,0.000,303.000,1370.000,7137.000,,
2024-12-05 03:00:00+01:00,357.000,2655.000,524.000,112.000,,1925.000,4820.000,1028.000,48622.000,0.000,302.000,1383.000,7724.000,,
2024-12-05 04:00:00+01:00,353.000,2637.000,524.000,112.000,,2416.000,4720.000,956.000,48531.000,0.000,306.000,1389.000,8422.000,,
2024-12-05 05:00:00+01:00,355.000,2400.000,525.000,112.000,,1483.000,4710.000,1103.000,48518.000,0.000,305.000,1389.000,9135.000,,
2024-12-05 06:00:00+01:00,360.000,2760.000,524.000,112.000,221.000,,4891.000,2315.000,48781.000,0.000,303.000,1346.000,9882.000,,
2024-12-05 07:00:00+01:00,359.000,3822.000,514.000,112.000,1312.000,,5249.000,2622.000,48650.000,0.000,301.000,1373.000,10895.000,,
2024-12-05 08:00:00+01:00,359.000,4280.000,551.000,112.000,2482.000,,5165.000,3035.000,48595.000,474.000,300.000,1366.000,11727.000,,
2024-12-05 09:00:00+01:00,356.000,4679.000,512.000,594.000,2192.000,,5090.000,3097.000,47389.000,1439.000,299.000,1225.000,12027.000,,
2024-12-05 10:00:00+01:00,356.000,4848.000,477.000,1103.000,708.000,,4912.000,2618.000,47156.000,3201.000,298.000,1162.000,12376.000,,
2024-12-05 11:00:00+01:00,356.000,4450.000,497.000,285.000,,90.000,4708.000,2087.000,47255.000,4444.000,298.000,1120.000,12696.000,,
2024-12-05 12:00:00+01:00,351.000,4340.000,507.000,111.000,374.000,,4899.000,2230.000,47250.000,4939.000,294.000,1089.000,13162.000,,
2024-12-05 13:00:00+01:00,351.000,3771.000,484.000,111.000,400.000,,5165.000,2012.000,47239.000,4590.000,297.000,1285.000,13377.000,,
2024-12-05 14:00:00+01:00,353.000,3562.000,504.000,111.000,379.000,,5027.000,1862.000,47356.000,3602.000,297.000,1279.000,13020.000,,
2024-12-05 15:00:00+01:00,357.000,4090.000,548.000,112.000,438.000,,5164.000,1986.000,46789.000,2052.000,296.000,1189.000,12719.000,,
2024-12-05 16:00:00+01:00,355.000,4303.000,544.000,112.000,806.000,,5366.000,2928.000,46455.000,763.000,298.000,1277.000,12633.000,,
2024-12-05 17:00:00+01:00,354.000,4362.000,534.000,112.000,1254.000,,5644.000,3273.000,46441.000,324.000,296.000,1334.000,13229.000,,
2024-12-05 18:00:00+01:00,353.000,3996.000,503.000,112.000,1265.000,,5647.000,2966.000,46961.000,0.000,298.000,1362.000,13998.000,,
2024-12-05 19:00:00+01:00,353.000,3627.000,518.000,112.000,735.000,,5475.000,2383.000,47042.000,0.000,298.000,1352.000,14721.000,,
2024-12-05 20:00:00+01:00,354.000,2569.000,517.000,112.000,,67.000,4907.000,1504.000,46975.000,0.000,306.000,1356.000,15356.000,,
2024-12-05 21:00:00+01:00,352.000,2087.000,396.000,112.000,,970.000,4603.000,1182.000,46845.000,0.000,306.000,1365.000,15620.000,,
2024-12-05 22:00:00+01:00,353.000,2063.000,396.000,112.000,,1698.000,4439.000,791.000,47101.000,0.000,303.000,1340.000,15307.000,,
2024-12-05 23:00:00+01:00,354.000,2042.000,369.000,112.000,,2215.000,4278.000,807.000,47162.000,0.000,307.000,1345.000,15501.000,,
2024-12-06 00:00:00+01:00,351.000,1938.000,140.000,111.000,,2198.000,4243.000,884.000,44204.000,0.000,311.000,1361.000,15616.000,,
2024-12-06 01:00:00+01:00,351.000,1873.000,0.000,111.000,,2650.000,4264.000,647.000,42717.000,0.000,289.000,1358.000,15437.000,,
2024-12-06 02:00:00+01:00,350.000,1866.000,0.000,111.000,,2881.000,4286.000,461.000,41732.000,0.000,279.000,1354.000,15109.000,,
2024-12-06 03:00:00+01:00,356.000,1866.000,0.000,111.000,,3059.000,4326.000,464.000,41251.000,0.000,277.000,1347.000,14676.000,,
2024-12-06 04:00:00+01:00,355.000,1864.000,0.000,111.000,,2863.000,4344.000,459.000,41388.000,0.000,278.000,1304.000,14461.000,,
2024-12-06 05:00:00+01:00,356.000,1891.000,0.000,111.000,,2560.000,4382.000,482.000,43563.000,0.000,273.000,1246.000,13897.000,,
2024-12-06 06:00:00+01:00,355.000,1932.000,0.000,112.000,,1963.000,4473.000,826.000,45881.000,0.000,270.000,1060.000,13504.000,,
2024-12-06 07:00:00+01:00,355.000,2265.000,0.000,111.000,128.000,,4789.000,1965.000,46814.000,0.000,271.000,873.000,12623.000,,
2024-12-06 08:00:00+01:00,356.000,2671.000,0.000,111.000,1133.000,,5145.000,2241.000,46864.000,413.000,300.000,675.000,11620.000,,
2024-12-06 09:00:00+01:00,354.000,2843.000,0.000,111.000,1304.000,,5196.000,2134.000,46658.000,1559.000,298.000,464.000,10591.000,,
2024-12-06 10:00:00+01:00,354.000,2530.000,0.000,111.000,879.000,,5186.000,2125.000,46953.000,4044.000,297.000,295.000,9163.000,,
2024-12-06 11:00:00+01:00,355.000,2360.000,0.000,111.000,427.000,,5109.000,1470.000,47145.000,5969.000,298.000,253.000,8255.000,,
2024-12-06 12:00:00+01:00,354.000,2146.000,0.000,111.000,,161.000,5035.000,1277.000,46952.000,7003.000,297.000,162.000,8349.000,,
2024-12-06 13:00:00+01:00,355.000,2115.000,0.000,111.000,,347.000,5184.000,1257.000,46593.000,6908.000,298.000,236.000,7647.000,,
2024-12-06 14:00:00+01:00,353.000,2369.000,0.000,112.000,134.000,,5254.000,1517.000,46266.000,5610.000,301.000,268.000,6553.000,,
2024-12-06 15:00:00+01:00,357.000,3124.000,0.000,112.000,1524.000,,5439.000,2008.000,45954.000,3242.000,301.000,384.000,5293.000,,
2024-12-06 16:00:00+01:00,357.000,4132.000,0.000,111.000,2764.000,,5832.000,2783.000,46414.000,983.000,304.000,698.000,4662.000,,
2024-12-06 17:00:00+01:00,352.000,4994.000,0.000,111.000,3264.000,,6090.000,3685.000,47089.000,325.000,302.000,991.000,4848.000,,
2024-12-06 18:00:00+01:00,357.000,5188.000,0.000,111.000,3136.000,,6178.000,3798.000,47164.000,0.000,304.000,1150.000,6041.000,,
2024-12-06 19:00:00+01:00,355.000,5362.000,0.000,111.000,3363.000,,6172.000,3168.000,47264.000,0.000,305.000,1224.000,7503.000,,
2024-12-06 20:00:00+01:00,357.000,5113.000,0.000,111.000,2070.000,,5947.000,2263.000,46508.000,0.000,303.000,1293.000,9020.000,,
2024-12-06 21:00:00+01:00,357.000,3464.000,0.000,111.000,1507.000,,5707.000,1656.000,46131.000,0.000,304.000,1377.000,10249.000,,
2024-12-06 22:00:00+01:00,357.000,2985.000,0.000,111.000,1220.000,,5572.000,1357.000,45955.000,0.000,304.000,1371.000,11098.000,,
2024-12-06 23:00:00+01:00,357.000,2773.000,0.000,111.000,967.000,,5412.000,1457.000,45874.000,0.000,307.000,1378.000,11912.000,,
2024-12-07 00:00:00+01:00,358.000,2128.000,0.000,111.000,,306.000,5266.000,1858.000,45234.000,0.000,306.000,1377.000,13140.000,,
2024-12-07 01:00:00+01:00,358.000,1658.000,0.000,110.000,,1815.000,4824.000,897.000,44308.000,0.000,305.000,1376.000,14082.000,,
2024-12-07 02:00:00+01:00,357.000,1658.000,0.000,111.000,,2219.000,4877.000,597.000,43383.000,0.000,307.000,1339.000,15136.000,,
2024-12-07 03:00:00+01:00,360.000,1659.000,0.000,110.000,,3021.000,4837.000,402.000,41491.000,0.000,310.000,1367.000,15721.000,,
2024-12-07 04:00:00+01:00,359.000,1655.000,0.000,111.000,,3095.000,4828.000,292.000,41240.000,0.000,310.000,1367.000,15964.000,,
2024-12-07 05:00:00+01:00,358.000,1656.000,0.000,111.000,,3113.000,4770.000,302.000,41314.000,0.000,307.000,1373.000,16109.000,,
2024-12-07 06:00:00+01:00,358.000,1670.000,0.000,111.000,,2950.000,4685.000,465.000,41691.000,0.000,306.000,1370.000,15760.000,,
2024-12-07 07:00:00+01:00,357.000,1662.000,0.000,111.000,,2235.000,4654.000,646.000,42853.000,0.000,302.000,1356.000,15888.000,,
2024-12-07 08:00:00+01:00,356.000,1659.000,0.000,111.000,,1900.000,4851.000,844.000,43498.000,371.000,299.000,1333.000,15567.000,,
2024-12-07 09:00:00+01:00,358.000,1669.000,0.000,111.000,,1683.000,4913.000,771.000,43107.000,848.000,298.000,1296.000,15501.000,,
2024-12-07 10:00:00+01:00,356.000,1679.000,0.000,111.000,,1748.000,4717.000,1186.000,42702.000,2023.000,295.000,1236.000,16016.000,,
2024-12-07 11:00:00+01:00,357.000,1641.000,0.000,111.000,,2860.000,4683.000,1099.000,43021.000,3148.000,301.000,1259.000,16669.000,,
2024-12-07 12:00:00+01:00,357.000,1644.000,0.000,110.000,,2131.000,4690.000,1111.000,43418.000,3765.000,301.000,1229.000,17316.000,,
2024-12-07 13:00:00+01:00,356.000,1637.000,0.000,111.000,,2548.000,4665.000,865.000,43827.000,3614.000,305.000,1094.000,17188.000,,
2024-12-07 14:00:00+01:00,355.000,1636.000,0.000,111.000,,2832.000,4722.000,899.000,42823.000,2952.000,306.000,841.000,17065.000,,
2024-12-07 15:00:00+01:00,356.000,1633.000,0.000,111.000,,2923.000,4851.000,332.000,43242.000,1926.000,307.000,601.000,17041.000,,
2024-12-07 16:00:00+01:00,357.000,1644.000,0.000,110.000,,2039.000,4956.000,664.000,44158.000,722.000,305.000,476.000,16871.000,,
2024-12-07 17:00:00+01:00,354.000,1689.000,0.000,110.000,,1134.000,5275.000,1281.000,45573.000,320.000,307.000,497.000,16820.000,,
2024-12-07 18:00:00+01:00,358.000,1829.000,0.000,111.000,,449.000,5410.000,1486.000,46822.000,0.000,305.000,483.000,16564.000,,
2024-12-07 19:00:00+01:00,355.000,1872.000,0.000,110.000,99.000,,5539.000,1438.000,47164.000,0.000,303.000,466.000,16423.000,,
2024-12-07 20:00:00+01:00,354.000,1778.000,0.000,111.000,,198.000,5438.000,1349.000,46814.000,0.000,308.000,465.000,16422.000,,
2024-12-07 21:00:00+01:00,355.000,1777.000,0.000,110.000,,406.000,5354.000,964.000,46329.000,0.000,308.000,474.000,16449.000,,
2024-12-07 22:00:00+01:00,355.000,1788.000,0.000,111.000,,647.000,5128.000,668.000,46816.000,0.000,308.000,494.000,15947.000,,
2024-12-07 23:00:00+01:00,357.000,1781.000,0.000,111.000,,1168.000,4890.000,616.000,47069.000,0.000,306.000,517.000,15558.000,,
2024-12-08 00:00:00+01:00,356.000,1765.000,0.000,111.000,,1657.000,4807.000,794.000,44945.000,0.000,309.000,594.000,15163.000,,
2024-12-08 01:00:00+01:00,356.000,1663.000,0.000,110.000,,2242.000,4704.000,686.000,43943.000,0.000,312.000,625.000,14962.000,,
2024-12-08 02:00:00+01:00,349.000,1673.000,0.000,111.000,,2729.000,4703.000,481.000,43006.000,0.000,313.000,635.000,14898.000,,
2024-12-08 03:00:00+01:00,349.000,1665.000,0.000,109.000,,2979.000,4772.000,380.000,40161.000,0.000,312.000,799.000,14942.000,,
2024-12-08 04:00:00+01:00,352.000,1670.000,0.000,110.000,,2987.000,4881.000,382.000,39036.000,0.000,313.000,1178.000,14833.000,,
2024-12-08 05:00:00+01:00,344.000,1668.000,0.000,110.000,,3236.000,4942.000,421.000,38582.000,0.000,310.000,1221.000,14622.000,,
2024-12-08 06:00:00+01:00,340.000,1671.000,0.000,110.000,,3306.000,4904.000,408.000,39354.000,0.000,308.000,1278.000,14456.000,,
2024-12-08 07:00:00+01:00,339.000,1666.000,0.000,109.000,,2844.000,4807.000,559.000,40875.000,0.000,308.000,1324.000,14655.000,,
2024-12-08 08:00:00+01:00,338.000,1667.000,0.000,108.000,,2764.000,4809.000,791.000,42316.000,410.000,310.000,1331.000,14591.000,,
2024-12-08 09:00:00+01:00,339.000,1673.000,0.000,107.000,,2604.000,4910.000,745.000,43879.000,1265.000,304.000,1326.000,14383.000,,
2024-12-08 10:00:00+01:00,351.000,1672.000,0.000,107.000,,2245.000,4969.000,810.000,44490.000,2521.000,306.000,1348.000,14072.000,,
2024-12-08 11:00:00+01:00,355.000,1669.000,0.000,107.000,,1641.000,5066.000,863.000,44779.000,3195.000,304.000,1349.000,13954.000,,
2024-12-08 12:00:00+01:00,354.000,1666.000,0.000,107.000,,779.000,5151.000,877.000,45354.000,3693.000,304.000,1346.000,13791.000,,
2024-12-08 13:00:00+01:00,357.000,1662.000,0.000,107.000,,2252.000,4939.000,620.000,45322.000,3776.000,305.000,1359.000,13656.000,,
2024-12-08 14:00:00+01:00,354.000,1666.000,0.000,108.000,,3097.000,4816.000,787.000,44897.000,3121.000,305.000,1365.000,13297.000,,
2024-12-08 15:00:00+01:00,355.000,1670.000,0.000,109.000,,2583.000,4831.000,969.000,44887.000,1904.000,302.000,1358.000,13020.000,,
2024-12-08 16:00:00+01:00,356.000,1670.000,0.000,109.000,,1486.000,4953.000,1200.000,45511.000,717.000,303.000,1359.000,12720.000,,
2024-12-08 17:00:00+01:00,357.000,1700.000,0.000,107.000,135.000,,5043.000,1111.000,47393.000,321.000,305.000,1360.000,12729.000,,
2024-12-08 18:00:00+01:00,355.000,1910.000,0.000,107.000,2007.000,,5285.000,1158.000,48075.000,0.000,303.000,1352.000,12748.000,,
2024-12-08 19:00:00+01:00,358.000,1910.000,0.000,107.000,2263.000,,5438.000,947.000,48589.000,0.000,305.000,1352.000,12705.000,,
2024-12-08 20:00:00+01:00,354.000,1800.000,0.000,107.000,1677.000,,5316.000,814.000,48694.000,0.000,304.000,1355.000,12524.000,,
2024-12-08 21:00:00+01:00,359.000,1784.000,0.000,107.000,419.000,,5009.000,562.000,48646.000,0.000,303.000,1355.000,12416.000,,
2024-12-08 22:00:00+01:00,355.000,1808.000,0.000,107.000,,88.000,4897.000,561.000,48622.000,0.000,303.000,1355.000,12030.000,,
2024-12-08 23:00:00+01:00,354.000,1845.000,0.000,107.000,,510.000,4844.000,501.000,48314.000,0.000,300.000,1357.000,12048.000,,
2024-12-09 00:00:00+01:00,354.000,1791.000,0.000,107.000,,1018.000,4879.000,462.000,46325.000,0.000,293.000,1354.000,11987.000,,
2024-12-09 01:00:00+01:00,353.000,1665.000,0.000,107.000,,2318.000,4744.000,442.000,46022.000,0.000,284.000,1354.000,11971.000,,
2024-12-09 02:00:00+01:00,355.000,1675.000,0.000,107.000,,2967.000,4727.000,392.000,45757.000,0.000,283.000,1338.000,11537.000,,
2024-12-09 03:00:00+01:00,355.000,1693.000,0.000,108.000,,3245.000,4690.000,312.000,44242.000,0.000,286.000,1341.000,11689.000,,
2024-12-09 04:00:00+01:00,354.000,1706.000,0.000,108.000,,3267.000,4814.000,515.000,43966.000,0.000,284.000,1347.000,11762.000,,
2024-12-09 05:00:00+01:00,355.000,1702.000,0.000,107.000,,2731.000,4952.000,570.000,44603.000,0.000,283.000,1344.000,12397.000,,
2024-12-09 06:00:00+01:00,356.000,1737.000,0.000,110.000,,782.000,5040.000,773.000,47406.000,0.000,280.000,1345.000,12533.000,,
2024-12-09 07:00:00+01:00,357.000,1842.000,0.000,110.000,719.000,,5508.000,1902.000,49400.000,0.000,279.000,1336.000,12811.000,,
2024-12-09 08:00:00+01:00,356.000,1957.000,82.000,111.000,1399.000,,5745.000,2460.000,49478.000,393.000,275.000,1331.000,12965.000,,
2024-12-09 09:00:00+01:00,358.000,2066.000,288.000,110.000,2010.000,,5714.000,2715.000,49959.000,953.000,267.000,1335.000,12566.000,,
2024-12-09 10:00:00+01:00,359.000,2250.000,391.000,110.000,964.000,,5591.000,2367.000,50620.000,2192.000,269.000,1337.000,12111.000,,
2024-12-09 11:00:00+01:00,356.000,2292.000,408.000,110.000,764.000,,5582.000,2545.000,50568.000,3106.000,272.000,1348.000,11826.000,,
2024-12-09 12:00:00+01:00,360.000,2173.000,484.000,110.000,820.000,,5648.000,2562.000,50612.000,3480.000,275.000,1332.000,12067.000,,
2024-12-09 13:00:00+01:00,360.000,2175.000,458.000,111.000,667.000,,5551.000,2303.000,50681.000,3435.000,270.000,1316.000,12134.000,,
2024-12-09 14:00:00+01:00,361.000,2374.000,548.000,111.000,433.000,,5493.000,2387.000,50699.000,2590.000,272.000,1347.000,11754.000,,
2024-12-09 15:00:00+01:00,359.000,2495.000,577.000,111.000,531.000,,5547.000,2287.000,50632.000,1386.000,274.000,1349.000,11451.000,,
2024-12-09 16:00:00+01:00,356.000,2503.000,580.000,111.000,590.000,,5651.000,2725.000,50615.000,565.000,278.000,1320.000,11595.000,,
2024-12-09 17:00:00+01:00,354.000,2542.000,581.000,110.000,1369.000,,6019.000,3390.000,50764.000,308.000,283.000,1308.000,11490.000,,
2024-12-09 18:00:00+01:00,354.000,2511.000,586.000,111.000,2196.000,,6527.000,3440.000,50846.000,0.000,284.000,1350.000,11260.000,,
2024-12-09 19:00:00+01:00,357.000,2041.000,451.000,111.000,2484.000,,6520.000,3030.000,50790.000,0.000,279.000,1326.000,11088.000,,
2024-12-09 20:00:00+01:00,358.000,1985.000,388.000,110.000,1574.000,,6087.000,2214.000,50375.000,0.000,280.000,1330.000,10495.000,,
2024-12-09 21:00:00+01:00,358.000,1911.000,382.000,110.000,1027.000,,5610.000,1531.000,49945.000,0.000,282.000,1328.000,10270.000,,
2024-12-09 22:00:00+01:00,356.000,1894.000,397.000,110.000,78.000,,5561.000,1743.000,49991.000,0.000,280.000,1242.000,9932.000,,
2024-12-09 23:00:00+01:00,357.000,1885.000,565.000,110.000,,485.000,5340.000,1486.000,48945.000,0.000,282.000,1226.000,9900.000,,
2024-12-10 00:00:00+01:00,356.000,1999.000,571.000,110.000,,1553.000,5351.000,1365.000,48735.000,0.000,283.000,1283.000,9390.000,,
2024-12-10 01:00:00+01:00,356.000,2127.000,407.000,110.000,,2093.000,5242.000,1327.000,48348.000,0.000,284.000,1288.000,9181.000,,
2024-12-10 02:00:00+01:00,357.000,2244.000,387.000,110.000,,2238.000,5168.000,1132.000,48297.000,0.000,283.000,1208.000,8656.000,,
2024-12-10 03:00:00+01:00,359.000,2480.000,372.000,111.000,,2327.000,5033.000,1116.000,48612.000,0.000,283.000,1209.000,8382.000,,
2024-12-10 04:00:00+01:00,359.000,2640.000,350.000,111.000,,2130.000,5004.000,1324.000,48596.000,0.000,281.000,1204.000,8416.000,,
2024-12-10 05:00:00+01:00,357.000,3176.000,443.000,111.000,,1556.000,5280.000,1615.000,48867.000,0.000,280.000,1227.000,8595.000,,
2024-12-10 06:00:00+01:00,356.000,4524.000,586.000,111.000,128.000,,5703.000,2573.000,49237.000,0.000,278.000,1265.000,8365.000,,
2024-12-10 07:00:00+01:00,355.000,5555.000,499.000,111.000,1083.000,,6078.000,3512.000,49758.000,0.000,276.000,1270.000,8319.000,,
2024-12-10 08:00:00+01:00,354.000,5905.000,394.000,111.000,1547.000,,6335.000,4035.000,50439.000,400.000,274.000,1248.000,8549.000,,
2024-12-10 09:00:00+01:00,355.000,6560.000,446.000,110.000,1509.000,,6173.000,4021.000,50512.000,1073.000,271.000,1074.000,8482.000,,
2024-12-10 10:00:00+01:00,350.000,6871.000,585.000,111.000,1304.000,,5677.000,3454.000,50565.000,2239.000,273.000,911.000,8231.000,,
2024-12-10 11:00:00+01:00,359.000,6864.000,586.000,110.000,1466.000,,5934.000,3955.000,50695.000,3256.000,275.000,981.000,7999.000,,
2024-12-10 12:00:00+01:00,358.000,6806.000,579.000,110.000,1762.000,,5843.000,3538.000,50402.000,3707.000,273.000,795.000,7715.000,,
2024-12-10 13:00:00+01:00,359.000,6811.000,576.000,111.000,1592.000,,5891.000,3300.000,50268.000,3470.000,286.000,851.000,7352.000,,
2024-12-10 14:00:00+01:00,357.000,6573.000,574.000,111.000,1201.000,,5844.000,2834.000,51057.000,2681.000,287.000,852.000,7055.000,,
2024-12-10 15:00:00+01:00,352.000,6828.000,586.000,110.000,496.000,,5795.000,3749.000,51262.000,1506.000,290.000,1003.000,6516.000,,
2024-12-10 16:00:00+01:00,357.000,6847.000,586.000,111.000,1367.000,,5914.000,3938.000,51279.000,602.000,291.000,1086.000,6372.000,,
2024-12-10 17:00:00+01:00,355.000,6934.000,587.000,110.000,2322.000,,6222.000,4200.000,51185.000,300.000,294.000,1110.000,6357.000,,
