,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,,,,
2021-09-06 19:00:00+02:00,99.500,367.000,919.500,0.000,,0.000,,0.000,11.000,17.250,,1434.750,62.000,13.500,1.250,12.750,3.000
2021-09-06 20:00:00+02:00,95.750,353.750,909.000,0.000,,0.000,,0.000,11.000,18.000,,1434.500,60.000,14.000,0.000,14.750,1.250
2021-09-06 21:00:00+02:00,95.000,353.500,847.750,0.000,,0.000,,0.000,11.000,18.000,,1433.000,60.000,13.000,0.000,16.250,4.500
2021-09-06 22:00:00+02:00,97.750,357.250,648.250,0.000,,0.000,,0.000,11.000,18.000,,1433.250,59.000,14.000,0.000,17.000,4.000
2021-09-06 23:00:00+02:00,97.250,356.750,630.500,0.000,,0.000,,0.000,11.000,18.000,,1432.000,59.000,14.000,0.000,17.250,1.250
2021-09-07 00:00:00+02:00,97.750,360.750,584.500,0.000,,0.000,0.000,0.000,11.000,18.000,,1433.750,63.000,13.750,0.000,17.000,0.750
2021-09-07 01:00:00+02:00,96.000,361.000,582.750,0.000,,0.000,,0.000,11.000,18.000,,1436.000,63.000,13.500,0.000,17.000,0.000
2021-09-07 02:00:00+02:00,92.250,357.500,638.000,0.000,,0.000,,0.000,11.000,18.000,,1437.000,62.000,13.250,0.000,16.000,0.250
2021-09-07 03:00:00+02:00,77.250,370.000,661.500,0.000,,0.000,,0.000,11.000,18.000,,1438.000,63.000,12.000,0.000,16.500,0.000
2021-09-07 04:00:00+02:00,76.250,360.750,735.000,0.000,,0.000,,0.000,11.000,18.000,,1439.000,62.000,12.000,0.000,18.750,3.000
2021-09-07 05:00:00+02:00,80.250,358.500,850.750,0.000,,0.000,,0.000,11.000,18.000,,1440.000,62.000,12.250,0.000,17.750,5.000
2021-09-07 06:00:00+02:00,92.750,357.000,1112.500,0.000,,0.000,0.000,0.000,11.000,18.000,,1438.750,64.000,13.000,32.500,18.000,5.500
2021-09-07 07:00:00+02:00,100.750,369.000,1193.000,0.000,,157.000,0.000,0.000,11.000,18.000,,1438.000,64.000,14.000,256.000,18.000,4.000
2021-09-07 08:00:00+02:00,104.250,381.500,1142.500,0.000,,305.750,,0.000,10.750,18.000,,1436.500,64.000,15.000,632.500,17.250,0.750
2021-09-07 09:00:00+02:00,94.750,371.500,1201.000,0.000,,238.000,0.500,0.000,11.000,18.000,,1437.500,67.750,15.000,984.500,18.500,0.000
2021-09-07 10:00:00+02:00,91.000,380.250,1184.750,0.000,,,1.000,0.000,11.000,18.000,,1437.500,68.000,15.000,1217.500,19.250,0.000
2021-09-07 11:00:00+02:00,94.750,375.250,1130.000,0.000,,,1.000,0.000,11.000,18.000,,1431.000,68.000,15.000,1300.250,17.500,0.000
2021-09-07 12:00:00+02:00,93.500,377.750,971.750,0.000,,,1.000,0.000,11.000,18.000,,1428.000,68.000,14.750,1300.750,19.000,0.500
2021-09-07 13:00:00+02:00,91.250,364.000,1069.500,0.000,,,1.000,0.000,11.000,18.000,,1361.750,68.000,14.000,1160.500,18.500,1.000
2021-09-07 14:00:00+02:00,96.750,355.000,1145.750,0.000,,,1.000,0.000,11.000,18.000,,1243.000,68.000,14.250,1037.250,17.500,4.500
2021-09-07 15:00:00+02:00,94.000,364.500,1166.250,0.250,,,1.000,0.000,11.000,18.000,,1180.500,68.000,14.500,846.000,17.500,8.000
2021-09-07 16:00:00+02:00,94.750,356.250,1191.500,0.250,,,1.000,0.000,11.000,18.000,,1181.250,68.000,14.250,588.750,18.750,5.000
2021-09-07 17:00:00+02:00,96.250,367.750,1203.500,0.000,,,1.000,0.000,11.000,18.000,,1180.000,68.000,14.500,286.000,19.000,5.500
2021-09-07 18:00:00+02:00,102.250,360.250,1253.250,0.000,,,1.000,0.000,11.000,18.000,,1182.500,64.250,13.750,66.000,19.250,4.250
2021-09-07 19:00:00+02:00,102.000,372.000,1381.250,0.000,,71.000,1.000,0.000,11.000,18.000,,1179.750,63.000,14.000,1.000,18.500,8.250
2021-09-07 20:00:00+02:00,103.500,370.500,1189.000,0.000,,109.667,0.000,0.000,11.000,18.000,,1224.750,63.000,13.750,0.000,18.750,18.000
2021-09-07 21:00:00+02:00,102.000,359.500,1197.250,0.000,,,1.000,0.000,11.000,18.000,,1267.000,63.000,13.750,0.000,18.250,20.750
2021-09-07 22:00:00+02:00,98.750,365.250,1029.500,0.000,,,1.000,0.000,11.000,18.000,,1330.750,63.000,14.000,0.000,18.750,15.750
2021-09-07 23:00:00+02:00,101.500,355.750,798.250,0.000,,,1.000,0.000,11.000,18.000,,1395.000,62.000,13.750,0.000,18.500,15.250
2021-09-08 00:00:00+02:00,101.750,370.250,866.000,0.000,,,1.000,0.000,11.000,18.000,,1428.750,63.000,13.250,0.000,18.250,16.250
2021-09-08 01:00:00+02:00,99.000,373.750,892.250,0.000,,,1.000,0.000,11.000,18.000,,1430.250,63.000,14.000,0.000,19.000,18.000
2021-09-08 02:00:00+02:00,95.000,357.000,762.500,0.000,,,1.000,0.000,11.000,18.000,,1431.000,62.000,14.000,0.000,19.000,22.750
2021-09-08 03:00:00+02:00,77.750,375.500,730.500,2.000,,,1.000,0.000,11.000,18.000,,1430.250,63.000,13.250,0.000,18.250,22.500
2021-09-08 04:00:00+02:00,74.500,374.000,782.000,0.000,,,1.000,0.000,11.000,18.000,,1431.500,62.000,13.000,0.000,18.500,28.750
2021-09-08 05:00:00+02:00,80.500,359.000,899.750,0.000,,,1.000,0.000,11.000,18.000,,1428.750,62.000,13.000,0.000,16.000,28.000
2021-09-08 06:00:00+02:00,94.750,364.250,1093.750,0.000,,,1.000,0.000,11.000,18.000,,1430.250,63.000,14.000,30.500,14.000,18.500
2021-09-08 07:00:00+02:00,100.000,373.250,1117.500,0.000,,,1.000,0.000,11.000,18.000,,1427.250,64.000,14.750,257.250,17.250,18.750
2021-09-08 08:00:00+02:00,104.500,372.000,1099.750,0.750,,,1.000,0.000,11.000,18.000,,1426.750,64.000,15.000,651.750,18.250,11.500
2021-09-08 09:00:00+02:00,103.250,367.750,1121.000,0.000,,,0.500,0.000,11.000,18.000,,1428.750,68.000,14.500,1005.250,18.250,1.000
2021-09-08 10:00:00+02:00,102.000,379.250,1113.250,0.000,,0.000,0.000,0.000,11.000,18.000,,1425.000,68.000,14.000,1250.000,18.250,1.500
2021-09-08 11:00:00+02:00,100.000,378.750,1032.750,0.000,,0.000,,0.000,11.000,18.000,,1426.750,68.000,14.000,1388.750,17.750,30.250
2021-09-08 12:00:00+02:00,99.500,379.500,989.000,0.000,,0.000,,0.000,11.000,18.000,,1431.500,68.000,12.500,1435.500,18.000,45.000
2021-09-08 13:00:00+02:00,101.000,361.500,970.750,0.000,,0.000,,0.000,11.000,18.000,,1429.750,68.000,14.250,1404.500,17.750,47.000
2021-09-08 14:00:00+02:00,101.500,349.750,1072.500,0.000,,0.000,,0.000,11.000,18.000,,1429.250,68.000,14.750,1299.500,16.750,54.500
2021-09-08 15:00:00+02:00,100.250,361.750,1096.000,0.000,,0.000,,0.000,11.000,18.000,,1429.000,68.000,15.000,1081.250,17.750,48.500
2021-09-08 16:00:00+02:00,99.500,354.750,1163.500,0.000,,0.000,0.000,0.000,11.000,18.000,,1429.000,68.000,14.250,765.750,18.500,50.500
2021-09-08 17:00:00+02:00,100.250,365.000,1132.250,0.000,,0.000,,0.000,11.000,18.000,,1428.750,68.000,13.750,370.000,18.250,43.500
2021-09-08 18:00:00+02:00,97.000,359.250,1118.500,0.000,,0.000,,0.000,11.000,18.000,,1429.750,63.000,13.000,69.000,17.750,46.250
2021-09-08 19:00:00+02:00,97.500,366.500,1138.500,0.000,,0.000,,0.000,11.000,18.000,,1430.500,63.000,13.000,0.750,19.000,70.750
2021-09-08 20:00:00+02:00,96.750,363.250,1143.250,0.000,,0.000,,0.000,11.000,18.000,,1428.500,63.000,13.750,0.000,18.500,82.250
2021-09-08 21:00:00+02:00,95.250,359.250,1135.000,0.000,,0.000,,0.000,11.000,18.000,,1428.000,63.000,13.750,0.000,19.500,98.250
2021-09-08 22:00:00+02:00,96.750,361.750,1031.000,0.000,,0.000,0.000,0.000,10.750,17.000,,1429.000,62.000,14.000,0.000,19.000,104.000
2021-09-08 23:00:00+02:00,99.500,365.000,925.750,0.000,,0.000,0.000,0.000,11.000,15.250,,1430.000,62.000,14.000,0.000,20.000,95.250
2021-09-09 00:00:00+02:00,98.000,357.000,856.250,0.000,,0.000,,0.000,10.000,15.000,,1429.250,64.000,12.750,0.000,20.000,90.750
2021-09-09 01:00:00+02:00,98.250,360.000,842.000,0.000,,0.000,,0.000,10.000,15.000,,1426.000,64.000,13.000,0.000,19.500,81.250
2021-09-09 02:00:00+02:00,91.750,352.000,811.750,0.000,,0.000,,0.000,10.000,15.000,,1430.750,63.000,12.000,0.000,18.750,110.000
2021-09-09 03:00:00+02:00,76.750,362.500,813.000,0.000,,0.000,,0.000,10.000,15.000,,1428.500,64.000,12.000,0.000,19.000,109.500
2021-09-09 04:00:00+02:00,74.750,366.000,814.000,0.000,,0.000,,0.000,10.000,15.000,,1430.000,63.000,11.750,0.000,20.250,93.500
2021-09-09 05:00:00+02:00,76.500,355.750,871.250,0.000,,0.000,0.000,0.000,10.000,15.000,,1433.500,63.000,12.000,0.000,18.500,80.000
2021-09-09 06:00:00+02:00,86.750,354.500,1027.250,0.000,,0.000,,0.000,10.000,15.500,,1432.750,64.000,11.750,28.750,18.500,77.750
2021-09-09 07:00:00+02:00,92.000,370.750,1051.000,0.000,,0.000,0.000,0.000,10.000,17.000,,1431.250,65.000,14.000,267.250,17.250,64.750
2021-09-09 08:00:00+02:00,91.750,368.500,1073.750,0.000,,0.000,0.000,0.000,10.000,17.000,,1430.000,65.000,15.000,662.250,18.000,50.000
2021-09-09 09:00:00+02:00,91.750,365.500,1073.500,0.000,,0.000,,0.000,10.000,17.000,,1431.250,69.000,15.250,1017.500,18.500,41.500
2021-09-09 10:00:00+02:00,93.250,379.250,1054.000,0.000,,0.000,,0.000,10.000,17.000,,1430.500,69.000,14.500,1264.000,17.250,69.500
2021-09-09 11:00:00+02:00,92.500,379.750,1062.000,0.000,,0.000,0.000,0.000,10.000,17.000,,1429.750,69.000,14.000,1399.250,18.000,91.500
2021-09-09 12:00:00+02:00,91.000,378.500,997.000,0.000,,0.000,,0.000,10.000,17.000,,1429.500,69.000,13.000,1445.500,17.500,99.250
2021-09-09 13:00:00+02:00,90.500,374.250,988.750,0.000,,0.000,,0.000,10.000,17.000,,1429.000,69.000,13.750,1402.250,17.000,80.000
2021-09-09 14:00:00+02:00,89.500,371.500,1027.750,0.000,,0.000,,0.000,10.000,17.000,,1430.750,69.000,14.000,1280.000,16.500,66.750
2021-09-09 15:00:00+02:00,92.500,374.000,1044.750,0.000,,0.000,,0.000,10.000,17.000,,1430.250,69.000,14.750,1042.750,18.250,59.500
2021-09-09 16:00:00+02:00,95.250,371.250,1043.500,0.000,,0.000,,0.000,10.000,17.000,,1428.500,69.000,14.250,719.500,18.250,54.500
2021-09-09 17:00:00+02:00,98.750,370.750,1039.500,0.000,,0.000,0.000,0.000,10.000,17.000,,1428.250,69.000,13.750,344.000,19.750,40.500
2021-09-09 18:00:00+02:00,101.250,352.000,1064.750,0.000,,0.000,,0.000,10.000,17.000,,1428.500,64.000,13.000,62.750,19.000,36.000
2021-09-09 19:00:00+02:00,102.000,369.750,1120.250,0.000,,0.000,,0.000,10.000,16.750,,1427.000,63.000,13.000,0.500,18.750,50.250
2021-09-09 20:00:00+02:00,101.000,370.750,1049.500,0.000,,0.000,,0.000,10.000,15.000,,1422.000,63.500,12.250,0.000,18.000,69.250
2021-09-09 21:00:00+02:00,101.000,361.750,1040.500,0.000,,0.000,,0.000,10.000,15.000,,1421.250,64.000,12.750,0.000,17.500,95.500
2021-09-09 22:00:00+02:00,93.000,357.000,942.000,0.000,,0.000,,0.000,10.000,15.000,,1422.500,63.000,13.500,0.000,18.250,100.000
2021-09-09 23:00:00+02:00,91.250,359.250,932.750,0.000,,0.000,0.000,0.000,9.750,12.500,,1422.250,63.000,13.750,0.000,19.750,108.250
2021-09-10 00:00:00+02:00,90.250,367.000,888.000,0.000,,0.000,0.000,0.000,9.000,11.000,,1419.750,62.000,12.750,0.000,19.000,76.750
2021-09-10 01:00:00+02:00,85.500,370.750,859.750,0.000,,0.000,,0.000,9.000,11.000,,1421.000,62.000,12.750,0.000,19.000,46.750
2021-09-10 02:00:00+02:00,80.750,354.750,825.500,0.000,,0.000,,0.000,9.000,11.000,,1421.750,61.000,11.250,0.000,19.250,41.250
2021-09-10 03:00:00+02:00,69.500,379.000,815.750,0.000,,0.000,,0.000,9.000,11.000,,1421.250,62.000,10.500,0.000,19.000,38.500
2021-09-10 04:00:00+02:00,71.000,377.000,843.000,0.000,,0.000,,0.000,9.000,11.000,,1420.500,61.000,10.000,0.000,18.750,49.500
2021-09-10 05:00:00+02:00,74.000,360.000,912.500,0.000,,0.000,0.000,0.000,9.000,11.000,,1420.500,61.000,10.500,0.000,17.500,52.500
2021-09-10 06:00:00+02:00,82.250,355.500,1028.250,0.000,,0.000,0.000,0.000,8.500,11.000,,1420.250,62.000,11.000,27.000,16.500,48.500
2021-09-10 07:00:00+02:00,84.000,373.000,1056.000,0.000,,0.000,,0.000,8.750,11.000,,1424.500,63.000,12.750,260.500,16.750,34.750
2021-09-10 08:00:00+02:00,87.250,368.500,1120.250,0.000,,0.000,,0.000,9.250,11.000,,1425.750,63.000,14.000,662.000,17.000,17.250
2021-09-10 09:00:00+02:00,85.250,361.000,1078.500,0.000,,0.000,0.000,0.000,9.000,11.000,,1427.500,65.750,14.000,1013.000,18.000,2.750
2021-09-10 10:00:00+02:00,88.000,379.000,1073.250,0.000,,0.000,,0.000,9.000,11.000,,1427.500,67.000,13.500,1252.750,18.000,13.500
2021-09-10 11:00:00+02:00,87.750,378.750,1055.500,0.500,,0.000,,0.000,9.000,11.000,,1427.250,67.000,13.500,1386.000,18.000,31.250
2021-09-10 12:00:00+02:00,87.500,378.500,1036.500,0.000,,0.000,0.000,0.000,9.000,11.500,,1427.000,67.000,14.000,1431.500,18.250,37.500
2021-09-10 13:00:00+02:00,85.000,376.250,1017.500,0.000,,0.000,,0.000,9.750,11.000,,1425.750,67.000,14.000,1398.500,17.500,30.500
2021-09-10 14:00:00+02:00,92.000,369.250,1021.250,0.000,,0.000,,0.000,10.000,12.000,,1425.250,67.000,13.750,1280.250,17.000,22.250
2021-09-10 15:00:00+02:00,90.750,377.750,1059.750,0.000,,0.000,,0.000,10.000,13.000,,1423.750,67.000,13.750,1063.000,17.250,14.500
2021-09-10 16:00:00+02:00,87.250,373.750,1063.000,0.000,,0.000,,0.000,10.000,13.000,,1422.000,67.000,13.500,744.000,18.000,11.250
2021-09-10 17:00:00+02:00,84.250,374.250,1075.250,0.000,,0.000,,0.000,10.000,13.000,,1420.500,67.000,13.500,350.000,18.250,8.750
2021-09-10 18:00:00+02:00,85.500,370.500,1013.250,0.000,,0.000,0.000,0.000,10.000,13.000,,1421.250,63.250,13.000,59.250,19.250,6.250
2021-09-10 19:00:00+02:00,84.500,375.000,1105.500,0.000,,0.000,,0.000,10.000,13.000,,1422.500,62.000,13.500,0.500,18.750,14.250
2021-09-10 20:00:00+02:00,88.000,360.000,1029.500,0.000,,0.000,,0.000,10.500,13.000,,1423.000,62.000,14.000,0.000,17.500,25.500
2021-09-10 21:00:00+02:00,89.000,351.750,1040.000,0.000,,0.000,,0.000,11.000,13.000,,1425.000,62.000,13.750,0.000,17.500,34.250
2021-09-10 22:00:00+02:00,91.000,358.500,960.500,0.000,,0.000,,0.000,11.000,13.000,,1425.250,61.000,14.000,0.000,18.000,33.250
2021-09-10 23:00:00+02:00,90.500,355.750,953.750,0.000,,0.000,0.000,0.000,10.500,11.500,,1424.000,61.000,13.750,0.000,18.750,25.500
2021-09-11 00:00:00+02:00,88.000,365.000,827.000,0.000,,,0.000,0.000,9.000,10.000,,1418.250,67.000,13.000,0.000,19.500,20.500
2021-09-11 01:00:00+02:00,89.000,361.250,839.750,0.000,,0.000,,0.000,9.000,10.000,,1418.500,67.000,13.000,0.000,18.500,14.750
2021-09-11 02:00:00+02:00,88.500,358.750,761.250,0.000,,0.000,,0.000,9.000,10.000,,1416.500,66.000,12.500,0.000,18.500,12.500
2021-09-11 03:00:00+02:00,74.250,355.000,667.000,0.000,,0.000,,0.000,9.000,10.000,,1418.250,67.000,12.000,0.000,19.750,7.250
2021-09-11 04:00:00+02:00,68.000,352.500,682.250,0.000,,0.000,,0.000,9.000,10.000,,1419.250,66.000,11.000,0.000,18.500,7.250
2021-09-11 05:00:00+02:00,66.750,360.500,780.750,0.000,,0.000,,0.000,9.000,10.000,,1419.250,66.000,11.000,0.000,18.250,9.500
2021-09-11 06:00:00+02:00,71.500,355.750,835.000,0.000,,0.000,0.000,0.000,9.000,10.000,,1420.000,67.000,11.500,25.000,19.500,4.500
2021-09-11 07:00:00+02:00,89.750,357.750,822.000,0.000,,0.000,0.000,0.000,9.000,10.000,,1418.750,68.000,12.500,251.000,20.250,4.750
2021-09-11 08:00:00+02:00,102.000,366.500,832.250,0.000,,0.000,,0.000,8.500,10.000,,1419.500,68.000,13.250,649.250,18.500,2.500
2021-09-11 09:00:00+02:00,100.250,365.500,799.750,0.000,,0.000,,0.000,8.000,10.000,,1418.250,72.000,14.000,998.750,20.250,0.000
2021-09-11 10:00:00+02:00,98.250,367.000,811.000,0.000,,0.000,,0.000,8.000,10.000,,1418.000,72.000,14.000,1237.750,20.750,0.000
2021-09-11 11:00:00+02:00,100.000,368.500,763.250,0.000,,0.000,,0.000,8.000,10.000,,1417.000,72.000,14.000,1377.000,20.000,0.000
2021-09-11 12:00:00+02:00,98.500,370.250,755.750,0.000,,0.000,,0.000,8.000,10.000,,1417.500,72.000,14.000,1426.000,19.250,0.750
2021-09-11 13:00:00+02:00,101.250,352.250,613.250,0.000,,0.000,0.000,0.000,8.000,10.000,,1418.500,72.000,14.250,1394.750,19.250,0.000
2021-09-11 14:00:00+02:00,100.500,368.000,603.750,0.000,,0.000,,0.000,8.000,10.000,,1419.500,72.000,14.000,1269.000,18.750,0.000
2021-09-11 15:00:00+02:00,97.500,371.750,619.000,0.000,,0.000,,0.000,8.000,10.000,,1419.250,72.000,14.000,1045.000,19.250,1.250
2021-09-11 16:00:00+02:00,84.000,372.750,683.000,0.000,,0.000,,0.000,8.000,10.000,,1420.250,72.000,13.750,725.750,19.500,2.250
2021-09-11 17:00:00+02:00,89.250,367.000,790.250,0.000,,0.000,,0.000,8.000,10.000,,1419.500,72.000,14.000,333.750,20.000,5.000
2021-09-11 18:00:00+02:00,101.500,353.000,775.000,0.000,,0.000,,0.000,8.000,10.000,,1417.500,67.000,14.000,55.000,19.000,10.000
2021-09-11 19:00:00+02:00,100.250,362.000,838.250,0.000,,0.000,0.000,0.000,8.000,10.000,,1418.250,66.000,14.000,0.250,19.500,24.000
2021-09-11 20:00:00+02:00,100.750,365.500,782.500,0.000,,0.000,0.000,0.000,8.000,10.000,,1416.750,67.000,14.000,0.000,19.750,24.000
2021-09-11 21:00:00+02:00,102.250,349.000,778.750,0.000,,0.000,,0.000,8.000,10.000,,1416.750,67.000,14.000,0.000,18.500,10.250
2021-09-11 22:00:00+02:00,98.250,358.500,795.500,0.000,,0.000,,0.000,8.000,10.000,,1417.250,66.000,13.250,0.000,19.750,4.250
2021-09-11 23:00:00+02:00,100.000,354.250,786.750,0.000,,0.000,,0.000,8.000,10.000,,1416.750,66.000,13.000,0.000,18.500,6.500
2021-09-12 00:00:00+02:00,96.750,360.000,633.250,0.000,,0.000,,0.000,8.000,10.000,,1415.750,67.000,13.000,0.000,18.750,9.500
2021-09-12 01:00:00+02:00,96.750,357.250,604.000,0.000,,0.000,0.000,0.000,7.500,10.000,,1416.000,67.000,12.500,0.000,19.000,5.750
2021-09-12 02:00:00+02:00,99.750,356.250,614.000,0.000,,0.000,,0.000,8.000,10.000,,1417.000,66.000,12.000,0.000,18.500,5.250
2021-09-12 03:00:00+02:00,77.750,361.000,605.750,0.000,,0.000,,0.000,7.250,10.000,,1418.750,67.000,12.000,0.000,20.750,9.500
2021-09-12 04:00:00+02:00,75.000,362.250,606.000,0.000,,0.000,,0.000,8.000,10.000,,1419.500,66.000,12.000,0.000,20.500,9.500
2021-09-12 05:00:00+02:00,71.000,360.250,632.750,0.000,,0.000,,0.000,8.000,10.000,,1419.750,66.000,12.000,0.000,20.000,11.000
2021-09-12 06:00:00+02:00,78.500,357.750,618.750,0.000,,0.000,,0.000,7.500,10.000,,1419.500,67.000,12.250,21.500,18.250,11.500
2021-09-12 07:00:00+02:00,95.250,358.250,614.250,0.000,,0.000,0.000,0.000,8.000,10.000,,1419.500,68.000,13.000,229.500,18.500,7.000
2021-09-12 08:00:00+02:00,101.750,360.250,613.500,0.000,,0.000,,0.000,8.000,10.000,,1419.250,68.000,13.500,622.500,19.500,3.750
2021-09-12 09:00:00+02:00,102.500,362.250,598.750,0.000,,0.000,,0.000,8.000,10.000,,1419.250,70.750,13.750,977.500,18.750,1.000
2021-09-12 10:00:00+02:00,103.250,369.250,540.000,0.000,,0.000,,0.000,8.000,10.000,,1418.500,72.000,13.250,1222.750,18.500,3.250
2021-09-12 11:00:00+02:00,99.750,375.000,581.500,0.000,,0.000,,0.000,8.000,10.000,,1420.000,72.000,13.500,1365.750,18.500,2.250
2021-09-12 12:00:00+02:00,100.750,323.250,575.750,0.000,,0.000,,0.000,8.000,11.000,,1420.500,72.000,13.500,1407.750,19.500,1.000
2021-09-12 13:00:00+02:00,103.000,314.500,532.750,0.000,,0.000,,0.000,8.000,11.000,,1419.000,72.000,13.250,1373.750,20.500,1.000
2021-09-12 14:00:00+02:00,102.000,327.000,591.750,0.000,,,0.000,0.000,9.000,11.000,,1419.750,72.000,13.250,1243.500,18.750,1.000
2021-09-12 15:00:00+02:00,101.750,326.250,629.500,0.000,,0.000,0.000,0.000,9.000,11.000,,1420.500,72.000,13.750,1017.500,19.250,1.500
2021-09-12 16:00:00+02:00,101.250,368.250,580.750,0.000,,0.000,,0.000,9.000,11.000,,1419.000,72.000,13.750,702.000,18.750,3.750
2021-09-12 17:00:00+02:00,102.000,361.000,627.000,0.000,,0.000,,0.000,9.000,11.000,,1419.250,72.000,13.750,319.000,19.000,6.750
2021-09-12 18:00:00+02:00,101.250,354.000,760.500,0.000,,0.000,,0.000,9.000,11.000,,1420.500,68.250,14.000,49.000,18.250,13.250
2021-09-12 19:00:00+02:00,102.250,361.250,778.250,0.000,,0.000,,0.000,9.000,11.000,,1420.000,66.000,13.250,0.250,19.000,12.500
2021-09-12 20:00:00+02:00,102.500,361.250,833.750,0.000,,0.000,0.000,0.000,9.000,11.000,,1419.250,67.000,13.000,0.000,18.750,12.250
2021-09-12 21:00:00+02:00,102.500,352.500,848.000,0.000,,0.000,,0.000,9.000,11.000,,1418.500,67.000,13.000,0.000,19.250,20.750
2021-09-12 22:00:00+02:00,103.000,356.750,866.750,0.000,,0.000,,0.000,9.000,11.000,,1418.500,66.000,13.000,0.000,18.750,31.000
2021-09-12 23:00:00+02:00,104.250,354.250,706.000,0.000,,0.000,,0.000,9.000,11.000,,1423.750,66.000,12.500,0.000,20.000,15.250
2021-09-13 00:00:00+02:00,100.250,367.500,789.000,0.000,,0.000,,0.000,9.000,11.000,,1427.000,67.000,11.750,0.000,19.500,14.500
2021-09-13 01:00:00+02:00,100.250,364.750,794.250,0.000,,0.000,,0.000,9.000,11.000,,1428.500,67.000,12.000,0.000,20.000,7.250
2021-09-13 02:00:00+02:00,98.250,350.500,770.000,0.000,,0.000,0.000,0.000,9.000,11.000,,1427.750,66.000,11.500,0.000,20.250,6.250
2021-09-13 03:00:00+02:00,76.750,370.000,751.000,0.000,,0.000,,0.000,9.000,11.000,,1428.000,67.000,11.250,0.000,20.000,6.250
2021-09-13 04:00:00+02:00,73.750,365.000,754.250,0.000,,0.000,,0.000,9.000,11.000,,1428.500,66.000,11.750,0.000,19.750,9.750
2021-09-13 05:00:00+02:00,78.500,357.000,902.750,0.000,,0.000,,0.000,9.000,11.000,,1430.000,66.000,11.500,0.000,19.500,13.250
2021-09-13 06:00:00+02:00,94.500,354.750,1038.750,0.000,,0.000,,0.000,8.500,11.000,,1429.500,67.000,11.500,21.750,18.750,12.750
2021-09-13 07:00:00+02:00,101.250,379.250,1064.500,0.000,,0.000,,0.000,8.000,10.000,,1429.000,68.000,12.750,228.000,19.000,8.500
2021-09-13 08:00:00+02:00,99.500,366.250,1099.250,0.000,,0.000,0.000,0.000,8.000,10.000,,1433.500,68.000,13.000,600.500,19.000,3.000
2021-09-13 09:00:00+02:00,102.500,376.750,1064.750,1.500,,,0.000,0.000,8.000,10.000,,1464.000,70.750,13.500,935.000,18.250,1.000
2021-09-13 10:00:00+02:00,115.250,377.500,1119.250,2.250,,0.000,,0.000,8.000,10.000,,1491.500,72.000,13.250,1158.500,19.250,1.000
2021-09-13 11:00:00+02:00,121.750,380.000,1169.000,0.000,,0.000,,0.000,8.000,10.000,,1475.250,72.000,12.000,1278.250,19.250,1.000
2021-09-13 12:00:00+02:00,118.000,379.250,1062.500,0.000,,0.000,,0.000,9.000,9.000,,1466.000,72.000,13.000,1267.250,17.750,1.000
2021-09-13 13:00:00+02:00,119.500,377.750,1139.500,0.000,,0.000,0.000,0.000,9.000,5.000,,1496.500,72.000,13.000,1144.500,18.500,3.250
2021-09-13 14:00:00+02:00,120.500,375.500,1209.000,0.000,,0.000,0.000,0.000,9.000,5.000,,1515.250,72.000,13.000,995.500,18.000,4.250
2021-09-13 15:00:00+02:00,121.000,376.250,1150.250,0.000,,0.000,,0.000,9.000,7.500,,1495.750,72.000,13.250,804.000,18.000,7.500
2021-09-13 16:00:00+02:00,122.250,375.250,1131.500,0.000,,0.000,,0.000,9.000,11.500,,1502.500,72.000,13.000,568.000,18.750,28.250
2021-09-13 17:00:00+02:00,122.000,362.000,1056.250,0.000,,0.000,,0.000,8.750,14.000,,1535.250,72.000,12.500,254.250,19.750,14.250
2021-09-13 18:00:00+02:00,122.000,356.250,1061.500,0.000,,0.000,,0.000,8.000,14.000,,1563.500,68.250,12.500,43.750,19.000,8.250
2021-09-13 19:00:00+02:00,122.500,372.500,1120.250,0.000,,0.000,,0.000,8.000,14.000,,1589.000,66.000,12.000,0.000,20.250,10.250
2021-09-13 20:00:00+02:00,119.750,376.000,1073.250,0.000,,0.000,,0.000,8.000,14.000,,1599.500,67.000,12.250,0.000,20.500,19.250
2021-09-13 21:00:00+02:00,123.000,407.750,1070.000,0.000,,0.000,,0.000,8.000,14.000,,1621.250,67.000,12.500,0.000,19.500,9.500
2021-09-13 22:00:00+02:00,124.500,458.250,971.250,0.000,,0.000,,0.000,8.000,14.000,,1626.000,66.000,13.000,0.000,20.250,0.500
2021-09-13 23:00:00+02:00,124.250,446.750,959.000,0.000,,0.000,,0.000,8.000,11.750,,1621.750,66.000,12.750,0.000,20.250,0.000
2021-09-14 00:00:00+02:00,122.500,423.000,898.750,0.000,,0.000,,0.000,7.000,11.000,,1634.250,59.000,12.000,0.000,20.000,0.000
